"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 22072298, SEN S/N: 22072298, LBL: Frogspot_Pressure)","Temp, °F (LGR S/N: 22072298, SEN S/N: 22072298, LBL: Frogspot_Temp)","Sensor Depth, meters (LGR S/N: )"
3900,09/24/24 06:35:00 AM,14.6694,71.339,0.149
3901,09/24/24 06:40:00 AM,14.6672,71.168,0.146
3902,09/24/24 06:45:00 AM,14.6706,71.168,0.147
3903,09/24/24 06:50:00 AM,14.6639,71.168,0.144
3904,09/24/24 06:55:00 AM,14.6684,70.995,0.145
3905,09/24/24 07:00:00 AM,14.6601,70.995,0.139
3906,09/24/24 07:05:00 AM,14.6684,70.995,0.145
3907,09/24/24 07:10:00 AM,14.6678,70.824,0.143
3908,09/24/24 07:15:00 AM,14.6613,70.824,0.138
3909,09/24/24 07:20:00 AM,14.6629,70.824,0.139
3910,09/24/24 07:25:00 AM,14.6607,70.651,0.135
3911,09/24/24 07:30:00 AM,14.6623,70.651,0.136
3912,09/24/24 07:35:00 AM,14.6623,70.651,0.136
3913,09/24/24 07:40:00 AM,14.6591,70.651,0.136
3914,09/24/24 07:45:00 AM,14.6585,70.480,0.133
3915,09/24/24 07:50:00 AM,14.6569,70.480,0.132
3916,09/24/24 07:55:00 AM,14.6569,70.480,0.132
3917,09/24/24 08:00:00 AM,14.6585,70.480,0.132
3918,09/24/24 08:05:00 AM,14.6564,70.308,0.132
3919,09/24/24 08:10:00 AM,14.6581,70.308,0.133
3920,09/24/24 08:15:00 AM,14.6662,70.308,0.137
3921,09/24/24 08:20:00 AM,14.6613,70.308,0.134
3922,09/24/24 08:25:00 AM,14.6646,70.308,0.136
3923,09/24/24 08:30:00 AM,14.6723,70.137,0.141
3924,09/24/24 08:35:00 AM,14.6740,70.137,0.141
3925,09/24/24 08:40:00 AM,14.6740,70.137,0.143
3926,09/24/24 08:45:00 AM,14.6806,70.137,0.146
3927,09/24/24 08:50:00 AM,14.6857,70.137,0.150
3928,09/24/24 08:55:00 AM,14.6888,70.137,0.152
3929,09/24/24 09:00:00 AM,14.6906,70.137,0.154
3930,09/24/24 09:05:00 AM,14.6938,70.137,0.155
3931,09/24/24 09:10:00 AM,14.6857,70.137,0.149
3932,09/24/24 09:15:00 AM,14.6906,70.137,0.151
3933,09/24/24 09:20:00 AM,14.6872,70.137,0.147
3934,09/24/24 09:25:00 AM,14.6906,70.137,0.149
3935,09/24/24 09:30:00 AM,14.6823,70.137,0.143
3936,09/24/24 09:35:00 AM,14.6928,70.308,0.151
3937,09/24/24 09:40:00 AM,14.6828,70.308,0.144
3938,09/24/24 09:45:00 AM,14.6861,70.308,0.144
3939,09/24/24 09:50:00 AM,14.6796,70.308,0.141
3940,09/24/24 09:55:00 AM,14.6800,70.480,0.141
3941,09/24/24 10:00:00 AM,14.6800,70.480,0.139
3942,09/24/24 10:05:00 AM,14.6788,70.651,0.140
3943,09/24/24 10:10:00 AM,14.6706,70.651,0.133
3944,09/24/24 10:15:00 AM,14.6772,70.651,0.137
3945,09/24/24 10:20:00 AM,14.6761,70.824,0.136
3946,09/24/24 10:25:00 AM,14.6761,70.824,0.136
3947,09/24/24 10:30:00 AM,14.6667,70.995,0.129
3948,09/24/24 10:35:00 AM,14.6716,70.995,0.132
3949,09/24/24 10:40:00 AM,14.6688,71.168,0.132
3950,09/24/24 10:45:00 AM,14.6706,71.168,0.134
3951,09/24/24 10:50:00 AM,14.6726,71.339,0.134
3952,09/24/24 10:55:00 AM,14.6759,71.339,0.136
3953,09/24/24 11:00:00 AM,14.6732,71.512,0.134
3954,09/24/24 11:05:00 AM,14.6765,71.512,0.138
3955,09/24/24 11:10:00 AM,14.6769,71.683,0.138
3956,09/24/24 11:15:00 AM,14.6769,71.683,0.138
3957,09/24/24 11:20:00 AM,14.6807,71.856,0.143
3958,09/24/24 11:25:00 AM,14.6780,72.028,0.139
3959,09/24/24 11:30:00 AM,14.6768,72.199,0.139
3960,09/24/24 11:35:00 AM,14.6785,72.199,0.140
3961,09/24/24 11:40:00 AM,14.6807,72.372,0.142
3962,09/24/24 11:45:00 AM,14.6828,72.545,0.144
3963,09/24/24 11:50:00 AM,14.6828,72.545,0.143
3964,09/24/24 11:55:00 AM,14.6867,72.718,0.146
3965,09/24/24 12:00:00 PM,14.6838,72.891,0.147
3966,09/24/24 12:05:00 PM,14.6777,73.062,0.139
3967,09/24/24 12:10:00 PM,14.6810,73.062,0.142
3968,09/24/24 12:15:00 PM,14.6848,73.234,0.146
3969,09/24/24 12:20:00 PM,14.6854,73.407,0.146
3970,09/24/24 12:25:00 PM,14.6793,73.580,0.139
3971,09/24/24 12:30:00 PM,14.6793,73.580,0.141
3972,09/24/24 12:35:00 PM,14.6933,74.446,0.151
3973,09/24/24 12:40:00 PM,14.6939,74.098,0.154
3974,09/24/24 12:45:00 PM,14.6923,74.098,0.153
3975,09/24/24 12:50:00 PM,14.6961,74.271,0.156
3976,09/24/24 12:55:00 PM,14.6829,74.271,0.148
3977,09/24/24 01:00:00 PM,14.6933,74.446,0.155
3978,09/24/24 01:05:00 PM,14.6949,74.446,0.159
3979,09/24/24 01:10:00 PM,14.6922,74.619,0.159
3980,09/24/24 01:15:00 PM,14.6944,74.791,0.159
3981,09/24/24 01:20:00 PM,14.6932,74.964,0.160
3982,09/24/24 01:25:00 PM,14.6899,74.964,0.159
3983,09/24/24 01:30:00 PM,14.6986,75.139,0.164
3984,09/24/24 01:35:00 PM,14.7007,75.312,0.166
3985,09/24/24 01:40:00 PM,14.7047,75.484,0.172
3986,09/24/24 01:45:00 PM,14.6935,75.659,0.164
3987,09/24/24 01:50:00 PM,14.6968,75.659,0.169
3988,09/24/24 01:55:00 PM,14.6923,75.832,0.164
3989,09/24/24 02:00:00 PM,14.6896,76.006,0.163
3990,09/24/24 02:05:00 PM,14.6900,76.181,0.164
3991,09/24/24 02:10:00 PM,14.6917,76.181,0.165
3992,09/24/24 02:15:00 PM,14.6790,76.354,0.156
3993,09/24/24 02:20:00 PM,14.6828,76.528,0.159
3994,09/24/24 02:25:00 PM,14.6800,76.703,0.158
3995,09/24/24 02:30:00 PM,14.6788,76.876,0.158
3996,09/24/24 02:35:00 PM,14.6688,76.876,0.154
3997,09/24/24 02:40:00 PM,14.6694,77.050,0.156
3998,09/24/24 02:45:00 PM,14.6716,77.225,0.159
3999,09/24/24 02:50:00 PM,14.6600,77.225,0.153
4000,09/24/24 02:55:00 PM,14.6622,77.400,0.158
4001,09/24/24 03:00:00 PM,14.6593,77.574,0.156
4002,09/24/24 03:05:00 PM,14.6510,77.574,0.151
4003,09/24/24 03:10:00 PM,14.6532,77.749,0.154
4004,09/24/24 03:15:00 PM,14.6536,77.923,0.154
4005,09/24/24 03:20:00 PM,14.6487,77.923,0.152
4006,09/24/24 03:25:00 PM,14.6442,78.098,0.149
4007,09/24/24 03:30:00 PM,14.6426,78.098,0.149
4008,09/24/24 03:35:00 PM,14.6397,78.274,0.146
4009,09/24/24 03:40:00 PM,14.6363,78.274,0.143
4010,09/24/24 03:45:00 PM,14.6352,78.449,0.139
4011,09/24/24 03:50:00 PM,14.6352,78.449,0.139
4012,09/24/24 03:55:00 PM,14.6391,78.624,0.139
4013,09/24/24 04:00:00 PM,14.6340,78.624,0.132
4014,09/24/24 04:05:00 PM,14.6379,78.800,0.132
4015,09/24/24 04:10:00 PM,14.6362,78.800,0.132
4016,09/24/24 04:15:00 PM,14.6362,78.800,0.130
4017,09/24/24 04:20:00 PM,14.6329,78.800,0.125
4018,09/24/24 04:25:00 PM,14.6411,78.800,0.131
4019,09/24/24 04:30:00 PM,14.6400,78.975,0.132
4020,09/24/24 04:35:00 PM,14.6317,78.975,0.122
4021,09/24/24 04:40:00 PM,14.6317,78.975,0.122
4022,09/24/24 04:45:00 PM,14.6384,78.975,0.127
4023,09/24/24 04:50:00 PM,14.6433,78.975,0.129
4024,09/24/24 04:55:00 PM,14.6466,78.975,0.130
4025,09/24/24 05:00:00 PM,14.6466,78.975,0.132
4026,09/24/24 05:05:00 PM,14.6494,78.800,0.134
4027,09/24/24 05:10:00 PM,14.6577,78.800,0.138
4028,09/24/24 05:15:00 PM,14.6627,78.800,0.144
4029,09/24/24 05:20:00 PM,14.6677,78.800,0.148
4030,09/24/24 05:25:00 PM,14.6726,78.800,0.152
4031,09/24/24 05:30:00 PM,14.6759,78.800,0.154
4032,09/24/24 05:35:00 PM,14.6826,78.800,0.160
4033,09/24/24 05:40:00 PM,14.6909,78.800,0.167
4034,09/24/24 05:45:00 PM,14.6954,78.624,0.168
4035,09/24/24 05:50:00 PM,14.7036,78.624,0.176
4036,09/24/24 05:55:00 PM,14.7036,78.624,0.177
4037,09/24/24 06:00:00 PM,14.7102,78.624,0.181
4038,09/24/24 06:05:00 PM,14.7068,78.624,0.178
4039,09/24/24 06:10:00 PM,14.7229,78.449,0.189
4040,09/24/24 06:15:00 PM,14.7164,78.449,0.183
4041,09/24/24 06:20:00 PM,14.7263,78.449,0.190
4042,09/24/24 06:25:00 PM,14.7279,78.449,0.190
4043,09/24/24 06:30:00 PM,14.7324,78.274,0.194
4044,09/24/24 06:35:00 PM,14.7357,78.274,0.195
4045,09/24/24 06:40:00 PM,14.7390,78.274,0.197
4046,09/24/24 06:45:00 PM,14.7418,78.098,0.200
4047,09/24/24 06:50:00 PM,14.7500,78.098,0.203
4048,09/24/24 06:55:00 PM,14.7402,78.098,0.195
4049,09/24/24 07:00:00 PM,14.7485,78.098,0.201
4050,09/24/24 07:05:00 PM,14.7447,77.923,0.199
4051,09/24/24 07:10:00 PM,14.7447,77.923,0.198
4052,09/24/24 07:15:00 PM,14.7496,77.923,0.200
4053,09/24/24 07:20:00 PM,14.7508,77.749,0.202
4054,09/24/24 07:25:00 PM,14.7508,77.749,0.203
4055,09/24/24 07:30:00 PM,14.7392,77.749,0.194
4056,09/24/24 07:35:00 PM,14.7453,77.574,0.198
4057,09/24/24 07:40:00 PM,14.7502,77.574,0.201
4058,09/24/24 07:45:00 PM,14.7437,77.574,0.196
4059,09/24/24 07:50:00 PM,14.7498,77.400,0.201
4060,09/24/24 07:55:00 PM,14.7547,77.400,0.203
4061,09/24/24 08:00:00 PM,14.7564,77.400,0.206
4062,09/24/24 08:05:00 PM,14.7576,77.225,0.205
4063,09/24/24 08:10:00 PM,14.7509,77.225,0.201
4064,09/24/24 08:15:00 PM,14.7521,77.050,0.200
4065,09/24/24 08:20:00 PM,14.7588,77.050,0.205
4066,09/24/24 08:25:00 PM,14.7619,77.050,0.205
4067,09/24/24 08:30:00 PM,14.7648,76.876,0.207
4068,09/24/24 08:35:00 PM,14.7599,76.876,0.204
4069,09/24/24 08:40:00 PM,14.7648,76.876,0.206
4070,09/24/24 08:45:00 PM,14.7609,76.703,0.202
4071,09/24/24 08:50:00 PM,14.7660,76.703,0.207
4072,09/24/24 08:55:00 PM,14.7593,76.703,0.200
4073,09/24/24 09:00:00 PM,14.7627,76.703,0.201
4074,09/24/24 09:05:00 PM,14.7654,76.528,0.203
4075,09/24/24 09:10:00 PM,14.7654,76.528,0.203
4076,09/24/24 09:15:00 PM,14.7583,76.354,0.197
4077,09/24/24 09:20:00 PM,14.7632,76.354,0.202
4078,09/24/24 09:25:00 PM,14.7567,76.354,0.198
4079,09/24/24 09:30:00 PM,14.7545,76.181,0.197
4080,09/24/24 09:35:00 PM,14.7545,76.181,0.196
4081,09/24/24 09:40:00 PM,14.7545,76.181,0.195
4082,09/24/24 09:45:00 PM,14.7508,76.006,0.192
4083,09/24/24 09:50:00 PM,14.7540,76.006,0.195
4084,09/24/24 09:55:00 PM,14.7490,76.006,0.194
4085,09/24/24 10:00:00 PM,14.7453,75.832,0.190
4086,09/24/24 10:05:00 PM,14.7569,75.832,0.199
4087,09/24/24 10:10:00 PM,14.7502,75.832,0.192
4088,09/24/24 10:15:00 PM,14.7563,75.659,0.199
4089,09/24/24 10:20:00 PM,14.7630,75.659,0.201
4090,09/24/24 10:25:00 PM,14.7646,75.659,0.202
4091,09/24/24 10:30:00 PM,14.7740,75.484,0.209
4092,09/24/24 10:35:00 PM,14.7708,75.484,0.207
4093,09/24/24 10:40:00 PM,14.7872,75.484,0.219
4094,09/24/24 10:45:00 PM,14.7801,75.312,0.213
4095,09/24/24 10:50:00 PM,14.7901,75.312,0.221
4096,09/24/24 10:55:00 PM,14.7883,75.312,0.219
4097,09/24/24 11:00:00 PM,14.7901,75.312,0.221
4098,09/24/24 11:05:00 PM,14.7846,75.139,0.218
4099,09/24/24 11:10:00 PM,14.7846,75.139,0.217
4100,09/24/24 11:15:00 PM,14.7747,75.139,0.210
4101,09/24/24 11:20:00 PM,14.7846,75.139,0.217
4102,09/24/24 11:25:00 PM,14.7791,74.964,0.212
4103,09/24/24 11:30:00 PM,14.7725,74.964,0.209
4104,09/24/24 11:35:00 PM,14.7725,74.964,0.208
4105,09/24/24 11:40:00 PM,14.7659,74.964,0.204
4106,09/24/24 11:45:00 PM,14.7654,74.791,0.204
4107,09/24/24 11:50:00 PM,14.7621,74.791,0.203
4108,09/24/24 11:55:00 PM,14.7554,74.791,0.198
4109,09/25/24 12:00:00 AM,14.7605,74.791,0.200
4110,09/25/24 12:05:00 AM,14.7389,74.791,0.186
4111,09/25/24 12:10:00 AM,14.7451,74.619,0.188
4112,09/25/24 12:15:00 AM,14.7434,74.619,0.189
4113,09/25/24 12:20:00 AM,14.7335,74.619,0.180
4114,09/25/24 12:25:00 AM,14.7252,74.619,0.175
4115,09/25/24 12:30:00 AM,14.7297,74.446,0.179
4116,09/25/24 12:35:00 AM,14.7280,74.446,0.177
4117,09/25/24 12:40:00 AM,14.7247,74.446,0.175
4118,09/25/24 12:45:00 AM,14.7197,74.446,0.173
4119,09/25/24 12:50:00 AM,14.7247,74.446,0.175
4120,09/25/24 12:55:00 AM,14.7193,74.271,0.173
4121,09/25/24 01:00:00 AM,14.7176,74.271,0.170
4122,09/25/24 01:05:00 AM,14.7077,74.271,0.164
4123,09/25/24 01:10:00 AM,14.7077,74.271,0.162
4124,09/25/24 01:15:00 AM,14.7105,74.098,0.165
4125,09/25/24 01:20:00 AM,14.7022,74.098,0.160
4126,09/25/24 01:25:00 AM,14.7039,74.098,0.160
4127,09/25/24 01:30:00 AM,14.7006,74.098,0.158
4128,09/25/24 01:35:00 AM,14.7073,74.098,0.163
4129,09/25/24 01:40:00 AM,14.7000,73.926,0.156
4130,09/25/24 01:45:00 AM,14.6984,73.926,0.157
4131,09/25/24 01:50:00 AM,14.7000,73.926,0.157
4132,09/25/24 01:55:00 AM,14.6984,73.926,0.157
4133,09/25/24 02:00:00 AM,14.7012,73.753,0.159
4134,09/25/24 02:05:00 AM,14.7029,73.753,0.161
4135,09/25/24 02:10:00 AM,14.7029,73.753,0.157
4136,09/25/24 02:15:00 AM,14.7007,73.580,0.158
4137,09/25/24 02:20:00 AM,14.6958,73.580,0.153
4138,09/25/24 02:25:00 AM,14.7007,73.580,0.159
4139,09/25/24 02:30:00 AM,14.6958,73.580,0.154
4140,09/25/24 02:35:00 AM,14.7068,73.407,0.161
4141,09/25/24 02:40:00 AM,14.7052,73.407,0.159
4142,09/25/24 02:45:00 AM,14.7019,73.407,0.159
4143,09/25/24 02:50:00 AM,14.7064,73.234,0.163
4144,09/25/24 02:55:00 AM,14.7080,73.234,0.162
4145,09/25/24 03:00:00 AM,14.7096,73.234,0.166
4146,09/25/24 03:05:00 AM,14.7074,73.062,0.163
4147,09/25/24 03:10:00 AM,14.7107,73.062,0.165
4148,09/25/24 03:15:00 AM,14.7107,73.062,0.167
4149,09/25/24 03:20:00 AM,14.7058,73.062,0.165
4150,09/25/24 03:25:00 AM,14.7070,72.891,0.168
4151,09/25/24 03:30:00 AM,14.7070,72.891,0.167
4152,09/25/24 03:35:00 AM,14.7152,72.891,0.174
4153,09/25/24 03:40:00 AM,14.7131,72.718,0.173
4154,09/25/24 03:45:00 AM,14.7115,72.718,0.173
4155,09/25/24 03:50:00 AM,14.7164,72.718,0.176
4156,09/25/24 03:55:00 AM,14.7192,72.545,0.178
4157,09/25/24 04:00:00 AM,14.7258,72.545,0.182
4158,09/25/24 04:05:00 AM,14.7258,72.545,0.184
4159,09/25/24 04:10:00 AM,14.7219,72.372,0.180
4160,09/25/24 04:15:00 AM,14.7286,72.372,0.184
4161,09/25/24 04:20:00 AM,14.7231,72.199,0.180
4162,09/25/24 04:25:00 AM,14.7280,72.199,0.184
4163,09/25/24 04:30:00 AM,14.7297,72.199,0.184
4164,09/25/24 04:35:00 AM,14.7358,72.028,0.188
4165,09/25/24 04:40:00 AM,14.7258,72.028,0.182
4166,09/25/24 04:45:00 AM,14.7309,72.028,0.187
4167,09/25/24 04:50:00 AM,14.7270,71.856,0.184
4168,09/25/24 04:55:00 AM,14.7254,71.856,0.184
4169,09/25/24 05:00:00 AM,14.7248,71.683,0.182
4170,09/25/24 05:05:00 AM,14.7266,71.683,0.182
4171,09/25/24 05:10:00 AM,14.7199,71.683,0.179
4172,09/25/24 05:15:00 AM,14.7177,71.512,0.178
4173,09/25/24 05:20:00 AM,14.7094,71.512,0.170
4174,09/25/24 05:25:00 AM,14.7189,71.339,0.176
4175,09/25/24 05:30:00 AM,14.7106,71.339,0.172
4176,09/25/24 05:35:00 AM,14.7090,71.339,0.169
4177,09/25/24 05:40:00 AM,14.7084,71.168,0.170
4178,09/25/24 05:45:00 AM,14.7052,71.168,0.167
4179,09/25/24 05:50:00 AM,14.7084,71.168,0.168
4180,09/25/24 05:55:00 AM,14.7013,70.995,0.164
4181,09/25/24 06:00:00 AM,14.7013,70.995,0.164
4182,09/25/24 06:05:00 AM,14.7013,70.995,0.163
4183,09/25/24 06:10:00 AM,14.7041,70.824,0.165
4184,09/25/24 06:15:00 AM,14.7058,70.824,0.167
4185,09/25/24 06:20:00 AM,14.6959,70.824,0.160
4186,09/25/24 06:25:00 AM,14.6970,70.651,0.158
4187,09/25/24 06:30:00 AM,14.6987,70.651,0.159
4188,09/25/24 06:35:00 AM,14.6999,70.480,0.160
4189,09/25/24 06:40:00 AM,14.6981,70.480,0.158
4190,09/25/24 06:45:00 AM,14.6981,70.480,0.158
4191,09/25/24 06:50:00 AM,14.7048,70.480,0.162
4192,09/25/24 06:55:00 AM,14.7042,70.308,0.161
4193,09/25/24 07:00:00 AM,14.7009,70.308,0.158
4194,09/25/24 07:05:00 AM,14.6959,70.308,0.155
4195,09/25/24 07:10:00 AM,14.7054,70.137,0.160
4196,09/25/24 07:15:00 AM,14.7087,70.137,0.163
4197,09/25/24 07:20:00 AM,14.7054,70.137,0.161
4198,09/25/24 07:25:00 AM,14.6999,69.964,0.155
4199,09/25/24 07:30:00 AM,14.7065,69.964,0.161
4200,09/25/24 07:35:00 AM,14.6967,69.964,0.155
4201,09/25/24 07:40:00 AM,14.7032,69.964,0.157
4202,09/25/24 07:45:00 AM,14.7060,69.793,0.160
4203,09/25/24 07:50:00 AM,14.7077,69.793,0.159
4204,09/25/24 07:55:00 AM,14.7093,69.793,0.158
4205,09/25/24 08:00:00 AM,14.7028,69.793,0.156
4206,09/25/24 08:05:00 AM,14.7044,69.793,0.156
4207,09/25/24 08:10:00 AM,14.7006,69.622,0.152
4208,09/25/24 08:15:00 AM,14.7055,69.622,0.156
4209,09/25/24 08:20:00 AM,14.7006,69.622,0.152
4210,09/25/24 08:25:00 AM,14.7089,69.622,0.158
4211,09/25/24 08:30:00 AM,14.7022,69.622,0.153
4212,09/25/24 08:35:00 AM,14.6988,69.622,0.151
4213,09/25/24 08:40:00 AM,14.7071,69.622,0.156
4214,09/25/24 08:45:00 AM,14.7038,69.622,0.157
4215,09/25/24 08:50:00 AM,14.7033,69.449,0.153
4216,09/25/24 08:55:00 AM,14.7033,69.449,0.155
4217,09/25/24 09:00:00 AM,14.7033,69.449,0.152
4218,09/25/24 09:05:00 AM,14.7033,69.449,0.153
4219,09/25/24 09:10:00 AM,14.7016,69.449,0.150
4220,09/25/24 09:15:00 AM,14.7033,69.449,0.151
4221,09/25/24 09:20:00 AM,14.7016,69.449,0.150
4222,09/25/24 09:25:00 AM,14.7067,69.449,0.154
4223,09/25/24 09:30:00 AM,14.7132,69.449,0.158
4224,09/25/24 09:35:00 AM,14.7132,69.449,0.158
4225,09/25/24 09:40:00 AM,14.7099,69.449,0.155
4226,09/25/24 09:45:00 AM,14.7132,69.449,0.155
4227,09/25/24 09:50:00 AM,14.7099,69.449,0.156
4228,09/25/24 09:55:00 AM,14.7116,69.449,0.157
4229,09/25/24 10:00:00 AM,14.7089,69.622,0.153
4230,09/25/24 10:05:00 AM,14.7089,69.622,0.152
4231,09/25/24 10:10:00 AM,14.7089,69.622,0.153
4232,09/25/24 10:15:00 AM,14.7089,69.622,0.153
4233,09/25/24 10:20:00 AM,14.7138,69.622,0.157
4234,09/25/24 10:25:00 AM,14.7089,69.622,0.152
4235,09/25/24 10:30:00 AM,14.7093,69.793,0.153
4236,09/25/24 10:35:00 AM,14.7126,69.793,0.155
4237,09/25/24 10:40:00 AM,14.7160,69.793,0.158
4238,09/25/24 10:45:00 AM,14.7131,69.964,0.158
4239,09/25/24 10:50:00 AM,14.7181,69.964,0.161
4240,09/25/24 10:55:00 AM,14.7152,70.137,0.158
4241,09/25/24 11:00:00 AM,14.7120,70.137,0.157
4242,09/25/24 11:05:00 AM,14.7158,70.308,0.156
4243,09/25/24 11:10:00 AM,14.7142,70.308,0.154
4244,09/25/24 11:15:00 AM,14.7131,70.480,0.153
4245,09/25/24 11:20:00 AM,14.7081,70.480,0.152
4246,09/25/24 11:25:00 AM,14.7102,70.651,0.152
4247,09/25/24 11:30:00 AM,14.7184,70.651,0.160
4248,09/25/24 11:35:00 AM,14.7091,70.824,0.151
4249,09/25/24 11:40:00 AM,14.7074,70.824,0.153
4250,09/25/24 11:45:00 AM,14.7096,70.995,0.155
4251,09/25/24 11:50:00 AM,14.7035,71.168,0.151
4252,09/25/24 11:55:00 AM,14.7084,71.168,0.155
4253,09/25/24 12:00:00 PM,14.7073,71.339,0.153
4254,09/25/24 12:05:00 PM,14.7078,71.512,0.154
4255,09/25/24 12:10:00 PM,14.7029,71.512,0.152
4256,09/25/24 12:15:00 PM,14.7002,71.683,0.149
4257,09/25/24 12:20:00 PM,14.7039,71.856,0.154
4258,09/25/24 12:25:00 PM,14.7044,72.028,0.154
4259,09/25/24 12:30:00 PM,14.7065,72.199,0.156
4260,09/25/24 12:35:00 PM,14.6939,72.372,0.149
4261,09/25/24 12:40:00 PM,14.6971,72.372,0.151
4262,09/25/24 12:45:00 PM,14.6878,72.545,0.145
4263,09/25/24 12:50:00 PM,14.6867,72.718,0.143
4264,09/25/24 12:55:00 PM,14.6904,72.891,0.145
4265,09/25/24 01:00:00 PM,14.6843,73.062,0.142
4266,09/25/24 01:05:00 PM,14.6848,73.234,0.142
4267,09/25/24 01:10:00 PM,14.6838,73.407,0.142
4268,09/25/24 01:15:00 PM,14.6759,73.580,0.139
4269,09/25/24 01:20:00 PM,14.6726,73.580,0.137
4270,09/25/24 01:25:00 PM,14.6732,73.753,0.137
4271,09/25/24 01:30:00 PM,14.6720,73.926,0.137
4272,09/25/24 01:35:00 PM,14.6742,74.098,0.137
4273,09/25/24 01:40:00 PM,14.6697,74.271,0.136
4274,09/25/24 01:45:00 PM,14.6713,74.271,0.137
4275,09/25/24 01:50:00 PM,14.6735,74.446,0.139
4276,09/25/24 01:55:00 PM,14.6740,74.619,0.141
4277,09/25/24 02:00:00 PM,14.6745,74.791,0.143
4278,09/25/24 02:05:00 PM,14.6778,74.791,0.145
4279,09/25/24 02:10:00 PM,14.6816,74.964,0.147
4280,09/25/24 02:15:00 PM,14.6804,75.139,0.148
4281,09/25/24 02:20:00 PM,14.6887,75.139,0.154
4282,09/25/24 02:25:00 PM,14.6975,75.312,0.162
4283,09/25/24 02:30:00 PM,14.7047,75.484,0.166
4284,09/25/24 02:35:00 PM,14.7013,75.484,0.167
4285,09/25/24 02:40:00 PM,14.7067,75.659,0.169
4286,09/25/24 02:45:00 PM,14.7073,75.832,0.174
4287,09/25/24 02:50:00 PM,14.7106,75.832,0.176
4288,09/25/24 02:55:00 PM,14.7177,76.006,0.177
4289,09/25/24 03:00:00 PM,14.7160,76.006,0.177
4290,09/25/24 03:05:00 PM,14.7148,76.181,0.177
4291,09/25/24 03:10:00 PM,14.7199,76.181,0.181
4292,09/25/24 03:15:00 PM,14.7203,76.354,0.181
4293,09/25/24 03:20:00 PM,14.7170,76.354,0.182
4294,09/25/24 03:25:00 PM,14.7125,76.528,0.181
4295,09/25/24 03:30:00 PM,14.7142,76.528,0.178
4296,09/25/24 03:35:00 PM,14.7192,76.528,0.180
4297,09/25/24 03:40:00 PM,14.7097,76.703,0.169
4298,09/25/24 03:45:00 PM,14.7097,76.703,0.169
4299,09/25/24 03:50:00 PM,14.7036,76.876,0.168
4300,09/25/24 03:55:00 PM,14.7003,76.876,0.165
4301,09/25/24 04:00:00 PM,14.7003,76.876,0.164
4302,09/25/24 04:05:00 PM,14.6970,76.876,0.160
4303,09/25/24 04:10:00 PM,14.6909,77.050,0.155
4304,09/25/24 04:15:00 PM,14.6875,77.050,0.151
4305,09/25/24 04:20:00 PM,14.6842,77.050,0.151
4306,09/25/24 04:25:00 PM,14.6842,77.050,0.151
4307,09/25/24 04:30:00 PM,14.6848,77.225,0.150
4308,09/25/24 04:35:00 PM,14.6830,77.225,0.150
4309,09/25/24 04:40:00 PM,14.6814,77.225,0.149
4310,09/25/24 04:45:00 PM,14.6748,77.225,0.146
4311,09/25/24 04:50:00 PM,14.6830,77.225,0.155
4312,09/25/24 04:55:00 PM,14.6830,77.225,0.157
4313,09/25/24 05:00:00 PM,14.6886,77.400,0.160
4314,09/25/24 05:05:00 PM,14.6886,77.400,0.159
4315,09/25/24 05:10:00 PM,14.6870,77.400,0.159
4316,09/25/24 05:15:00 PM,14.6935,77.400,0.165
4317,09/25/24 05:20:00 PM,14.6919,77.400,0.164
4318,09/25/24 05:25:00 PM,14.6935,77.400,0.165
4319,09/25/24 05:30:00 PM,14.6919,77.400,0.165
4320,09/25/24 05:35:00 PM,14.6984,77.400,0.169
4321,09/25/24 05:40:00 PM,14.6996,77.225,0.170
4322,09/25/24 05:45:00 PM,14.6881,77.225,0.165
4323,09/25/24 05:50:00 PM,14.6930,77.225,0.167
4324,09/25/24 05:55:00 PM,14.6980,77.225,0.170
4325,09/25/24 06:00:00 PM,14.7096,77.225,0.179
4326,09/25/24 06:05:00 PM,14.6946,77.225,0.168
4327,09/25/24 06:10:00 PM,14.7029,77.225,0.175
4328,09/25/24 06:15:00 PM,14.7029,77.225,0.177
4329,09/25/24 06:20:00 PM,14.6975,77.050,0.174
4330,09/25/24 06:25:00 PM,14.7041,77.050,0.176
4331,09/25/24 06:30:00 PM,14.7090,77.050,0.180
4332,09/25/24 06:35:00 PM,14.7074,77.050,0.179
4333,09/25/24 06:40:00 PM,14.7041,77.050,0.178
4334,09/25/24 06:45:00 PM,14.7135,76.876,0.182
4335,09/25/24 06:50:00 PM,14.7070,76.876,0.180
4336,09/25/24 06:55:00 PM,14.7135,76.876,0.184
4337,09/25/24 07:00:00 PM,14.7097,76.703,0.181
4338,09/25/24 07:05:00 PM,14.7097,76.703,0.180
4339,09/25/24 07:10:00 PM,14.7131,76.703,0.183
4340,09/25/24 07:15:00 PM,14.7125,76.528,0.183
4341,09/25/24 07:20:00 PM,14.7208,76.528,0.187
4342,09/25/24 07:25:00 PM,14.7125,76.528,0.182
4343,09/25/24 07:30:00 PM,14.7219,76.354,0.185
4344,09/25/24 07:35:00 PM,14.7219,76.354,0.185
4345,09/25/24 07:40:00 PM,14.7170,76.354,0.181
4346,09/25/24 07:45:00 PM,14.7181,76.181,0.183
