"Date Time, GMT-07:00"	"Abs Pres, psi (LGR S/N: 22072297_duplicate, SEN S/N: 22072297)"	"Temp, °F (LGR S/N: 22072297_duplicate, SEN S/N: 22072297)"	"Sensor Depth, meters (LGR S/N: null)"
10/16/24 22:30:00.0	14.8044	73.407	0.204
10/16/24 22:35:00.0	14.8028	73.407	0.203
10/16/24 22:40:00.0	14.7998	73.407	0.201
10/16/24 22:45:00.0	14.7963	73.234	0.200
10/16/24 22:50:00.0	14.7947	73.234	0.200
10/16/24 22:55:00.0	14.7944	73.062	0.200
10/16/24 23:00:00.0	14.7925	72.891	0.198
10/16/24 23:05:00.0	14.7891	72.718	0.197
10/16/24 23:10:00.0	14.7888	72.545	0.197
10/16/24 23:15:00.0	14.7883	72.372	0.197
10/16/24 23:20:00.0	14.7849	72.199	0.195
10/16/24 23:25:00.0	14.7862	72.028	0.196
10/16/24 23:30:00.0	14.7846	72.028	0.196
10/16/24 23:35:00.0	14.7811	71.856	0.194
10/16/24 23:40:00.0	14.7827	71.856	0.196
10/16/24 23:45:00.0	14.7792	71.683	0.193
10/16/24 23:50:00.0	14.7792	71.683	0.193
10/16/24 23:55:00.0	14.7727	71.512	0.189
10/17/24 00:00:00.0	14.7789	71.512	0.195
10/17/24 00:05:00.0	14.7759	71.512	0.194
10/17/24 00:10:00.0	14.7785	71.339	0.195
10/17/24 00:15:00.0	14.7785	71.339	0.195
10/17/24 00:20:00.0	14.7770	71.339	0.194
10/17/24 00:25:00.0	14.7724	71.339	0.191
10/17/24 00:30:00.0	14.7738	71.339	0.192
10/17/24 00:35:00.0	14.7708	71.339	0.190
10/17/24 00:40:00.0	14.7696	71.512	0.189
10/17/24 00:45:00.0	14.7708	71.339	0.189
10/17/24 00:50:00.0	14.7693	71.339	0.188
10/17/24 00:55:00.0	14.7693	71.339	0.188
10/17/24 01:00:00.0	14.7693	71.339	0.188
10/17/24 01:05:00.0	14.7724	71.339	0.191
10/17/24 01:10:00.0	14.7738	71.339	0.192
10/17/24 01:15:00.0	14.7831	71.339	0.198
10/17/24 01:20:00.0	14.7894	71.339	0.203
10/17/24 01:25:00.0	14.7912	71.512	0.204
10/17/24 01:30:00.0	14.7882	71.512	0.202
10/17/24 01:35:00.0	14.7870	71.683	0.201
10/17/24 01:40:00.0	14.7857	71.856	0.201
10/17/24 01:45:00.0	14.7843	71.856	0.199
10/17/24 01:50:00.0	14.7843	71.856	0.199
10/17/24 01:55:00.0	14.7901	71.683	0.204
10/17/24 02:00:00.0	14.7978	71.683	0.208
10/17/24 02:05:00.0	14.8040	71.683	0.213
10/17/24 02:10:00.0	14.8040	71.683	0.213
10/17/24 02:15:00.0	14.8059	71.856	0.214
10/17/24 02:20:00.0	14.8078	72.028	0.215
10/17/24 02:25:00.0	14.8097	72.199	0.216
10/17/24 02:30:00.0	14.8099	72.372	0.216
10/17/24 02:35:00.0	14.8069	72.372	0.213
10/17/24 02:40:00.0	14.8088	72.545	0.214
10/17/24 02:45:00.0	14.8057	72.545	0.211
10/17/24 02:50:00.0	14.8076	72.718	0.211
10/17/24 02:55:00.0	14.8030	72.718	0.208
10/17/24 03:00:00.0	14.8011	72.545	0.208
10/17/24 03:05:00.0	14.8041	72.545	0.210
10/17/24 03:10:00.0	14.8011	72.545	0.207
10/17/24 03:15:00.0	14.8011	72.545	0.206
10/17/24 03:20:00.0	14.8007	72.372	0.204
10/17/24 03:25:00.0	14.7960	72.372	0.201
10/17/24 03:30:00.0	14.7946	72.372	0.199
10/17/24 03:35:00.0	14.7973	72.199	0.202
10/17/24 03:40:00.0	14.7954	72.028	0.200
10/17/24 03:45:00.0	14.7938	72.028	0.200
10/17/24 03:50:00.0	14.7920	71.856	0.201
10/17/24 03:55:00.0	14.7885	71.683	0.201
10/17/24 04:00:00.0	14.7789	71.512	0.193
10/17/24 04:05:00.0	14.7735	71.168	0.189
10/17/24 04:10:00.0	14.7744	70.824	0.188
10/17/24 04:15:00.0	14.7688	70.308	0.184
10/17/24 04:20:00.0	14.7676	69.793	0.183
10/17/24 04:25:00.0	14.7619	69.278	0.180
10/17/24 04:30:00.0	14.7624	68.763	0.181
10/17/24 04:35:00.0	14.7601	68.421	0.179
10/17/24 04:40:00.0	14.7593	68.077	0.179
10/17/24 04:45:00.0	14.7525	67.735	0.173
10/17/24 04:50:00.0	14.7490	67.564	0.170
10/17/24 04:55:00.0	14.7467	67.221	0.167
10/17/24 05:00:00.0	14.7418	67.050	0.164
10/17/24 05:05:00.0	14.7399	66.879	0.161
10/17/24 05:10:00.0	14.7337	66.879	0.156
10/17/24 05:15:00.0	14.7302	66.708	0.154
10/17/24 05:20:00.0	14.7268	66.537	0.151
10/17/24 05:25:00.0	14.7222	66.537	0.148
10/17/24 05:30:00.0	14.7250	66.366	0.152
10/17/24 05:35:00.0	14.7168	66.193	0.146
10/17/24 05:40:00.0	14.7164	66.022	0.147
10/17/24 05:45:00.0	14.7180	66.022	0.149
10/17/24 05:50:00.0	14.7129	65.851	0.146
10/17/24 05:55:00.0	14.7115	65.851	0.145
10/17/24 06:00:00.0	14.7142	65.680	0.147
10/17/24 06:05:00.0	14.7142	65.680	0.148
10/17/24 06:10:00.0	14.7091	65.509	0.145
10/17/24 06:15:00.0	14.7107	65.509	0.145
10/17/24 06:20:00.0	14.7154	65.509	0.148
10/17/24 06:25:00.0	14.7122	65.509	0.148
10/17/24 06:30:00.0	14.7138	65.509	0.150
10/17/24 06:35:00.0	14.7138	65.509	0.150
10/17/24 06:40:00.0	14.7168	65.509	0.153
10/17/24 06:45:00.0	14.7138	65.509	0.152
10/17/24 06:50:00.0	14.7157	65.680	0.153
10/17/24 06:55:00.0	14.7189	65.680	0.156
10/17/24 07:00:00.0	14.7268	65.851	0.161
10/17/24 07:05:00.0	14.7396	66.022	0.170
10/17/24 07:10:00.0	14.7492	66.193	0.178
10/17/24 07:15:00.0	14.7611	66.708	0.187
10/17/24 07:20:00.0	14.7637	67.221	0.189
10/17/24 07:25:00.0	14.7632	67.735	0.188
10/17/24 07:30:00.0	14.7740	68.421	0.196
10/17/24 07:35:00.0	14.7719	68.934	0.193
10/17/24 07:40:00.0	14.7746	69.449	0.195
10/17/24 07:45:00.0	14.7799	69.793	0.199
10/17/24 07:50:00.0	14.7883	70.137	0.204
10/17/24 07:55:00.0	14.7937	70.480	0.208
10/17/24 08:00:00.0	14.7914	70.824	0.206
10/17/24 08:05:00.0	14.7824	70.995	0.202
10/17/24 08:10:00.0	14.7782	71.168	0.199
10/17/24 08:15:00.0	14.7801	71.339	0.201
10/17/24 08:20:00.0	14.7844	71.168	0.204
10/17/24 08:25:00.0	14.7886	70.995	0.208
10/17/24 08:30:00.0	14.7963	70.995	0.214
10/17/24 08:35:00.0	14.7944	70.824	0.213
10/17/24 08:40:00.0	14.8021	70.824	0.218
10/17/24 08:45:00.0	14.8007	70.824	0.217
10/17/24 08:50:00.0	14.7988	70.651	0.215
10/17/24 08:55:00.0	14.8030	70.480	0.218
10/17/24 09:00:00.0	14.8023	70.137	0.218
10/17/24 09:05:00.0	14.8034	69.964	0.218
10/17/24 09:10:00.0	14.8047	69.793	0.218
10/17/24 09:15:00.0	14.8089	69.622	0.222
10/17/24 09:20:00.0	14.7982	69.622	0.216
10/17/24 09:25:00.0	14.8008	69.449	0.219
10/17/24 09:30:00.0	14.8005	69.278	0.219
10/17/24 09:35:00.0	14.7975	69.278	0.217
10/17/24 09:40:00.0	14.8079	69.107	0.224
10/17/24 09:45:00.0	14.8156	69.107	0.229
10/17/24 09:50:00.0	14.8263	69.107	0.237
10/17/24 09:55:00.0	14.8282	69.278	0.239
10/17/24 10:00:00.0	14.8289	69.622	0.241
10/17/24 10:05:00.0	14.8297	69.964	0.242
10/17/24 10:10:00.0	14.8276	70.480	0.241
10/17/24 10:15:00.0	14.8330	70.824	0.245
10/17/24 10:20:00.0	14.8337	71.168	0.245
10/17/24 10:25:00.0	14.8372	71.339	0.248
10/17/24 10:30:00.0	14.8349	71.683	0.248
10/17/24 10:35:00.0	14.8324	72.028	0.246
10/17/24 10:40:00.0	14.8282	72.199	0.243
10/17/24 10:45:00.0	14.8243	72.545	0.241
10/17/24 10:50:00.0	14.8200	72.718	0.239
10/17/24 10:55:00.0	14.8188	72.891	0.239
10/17/24 11:00:00.0	14.8188	72.891	0.237
10/17/24 11:05:00.0	14.8191	73.062	0.239
10/17/24 11:10:00.0	14.8207	73.062	0.241
10/17/24 11:15:00.0	14.8163	73.234	0.238
10/17/24 11:20:00.0	14.8168	73.407	0.238
10/17/24 11:25:00.0	14.8171	73.580	0.238
10/17/24 11:30:00.0	14.8143	73.753	0.234
10/17/24 11:35:00.0	14.8085	73.926	0.230
10/17/24 11:40:00.0	14.8073	74.098	0.229
10/17/24 11:45:00.0	14.8015	74.271	0.225
10/17/24 11:50:00.0	14.8002	74.446	0.224
10/17/24 11:55:00.0	14.7975	74.619	0.220
10/17/24 12:00:00.0	14.7947	74.791	0.218
10/17/24 12:05:00.0	14.7889	74.964	0.214
10/17/24 12:10:00.0	14.7862	75.139	0.212
10/17/24 12:15:00.0	14.7801	75.139	0.207
10/17/24 12:20:00.0	14.7847	75.139	0.211
10/17/24 12:25:00.0	14.7850	75.312	0.212
10/17/24 12:30:00.0	14.7850	75.312	0.212
10/17/24 12:35:00.0	14.7912	75.312	0.215
10/17/24 12:40:00.0	14.7927	75.312	0.216
10/17/24 12:45:00.0	14.7885	75.484	0.213
10/17/24 12:50:00.0	14.7872	75.659	0.212
10/17/24 12:55:00.0	14.7857	75.659	0.211
10/17/24 13:00:00.0	14.7860	75.832	0.212
10/17/24 13:05:00.0	14.7879	76.006	0.213
10/17/24 13:10:00.0	14.7898	76.181	0.214
10/17/24 13:15:00.0	14.7917	76.354	0.216
10/17/24 13:20:00.0	14.7870	76.354	0.212
10/17/24 13:25:00.0	14.7827	76.528	0.209
10/17/24 13:30:00.0	14.7769	76.703	0.205
10/17/24 13:35:00.0	14.7630	76.703	0.196
10/17/24 13:40:00.0	14.7537	76.703	0.189
10/17/24 13:45:00.0	14.7476	76.703	0.185
10/17/24 13:50:00.0	14.7411	76.528	0.180
10/17/24 13:55:00.0	14.7376	76.354	0.176
10/17/24 14:00:00.0	14.7342	76.181	0.172
10/17/24 14:05:00.0	14.7338	76.006	0.172
10/17/24 14:10:00.0	14.7319	75.832	0.170
10/17/24 14:15:00.0	14.7300	75.659	0.167
10/17/24 14:20:00.0	14.7300	75.659	0.167
10/17/24 14:25:00.0	14.7328	75.484	0.169
10/17/24 14:30:00.0	14.7328	75.484	0.169
10/17/24 14:35:00.0	14.7344	75.484	0.170
10/17/24 14:40:00.0	14.7358	75.484	0.170
10/17/24 14:45:00.0	14.7347	75.659	0.168
10/17/24 14:50:00.0	14.7363	75.659	0.168
10/17/24 14:55:00.0	14.7366	75.832	0.168
10/17/24 15:00:00.0	14.7319	75.832	0.164
10/17/24 15:05:00.0	14.7442	75.832	0.172
10/17/24 15:10:00.0	14.7554	76.006	0.179
10/17/24 15:15:00.0	14.7712	76.181	0.190
10/17/24 15:20:00.0	14.7778	76.354	0.194
10/17/24 15:25:00.0	14.7859	76.528	0.200
10/17/24 15:30:00.0	14.7954	76.703	0.206
10/17/24 15:35:00.0	14.8008	77.050	0.209
10/17/24 15:40:00.0	14.8088	77.225	0.214
10/17/24 15:45:00.0	14.8120	77.225	0.217
10/17/24 15:50:00.0	14.8139	77.400	0.218
10/17/24 15:55:00.0	14.8153	77.400	0.218
10/17/24 16:00:00.0	14.8169	77.400	0.219
10/17/24 16:05:00.0	14.8216	77.400	0.221
10/17/24 16:10:00.0	14.8246	77.400	0.224
10/17/24 16:15:00.0	14.8262	77.400	0.225
10/17/24 16:20:00.0	14.8339	77.400	0.229
10/17/24 16:25:00.0	14.8371	77.400	0.232
10/17/24 16:30:00.0	14.8371	77.400	0.232
10/17/24 16:35:00.0	14.8355	77.400	0.231
10/17/24 16:40:00.0	14.8355	77.400	0.231
10/17/24 16:45:00.0	14.8385	77.400	0.233
10/17/24 16:50:00.0	14.8416	77.400	0.235
10/17/24 16:55:00.0	14.8336	77.225	0.229
10/17/24 17:00:00.0	14.8243	77.225	0.222
10/17/24 17:05:00.0	14.8134	77.225	0.215
10/17/24 17:10:00.0	14.8115	77.050	0.214
10/17/24 17:15:00.0	14.8082	76.876	0.211
10/17/24 17:20:00.0	14.8031	76.703	0.208
10/17/24 17:25:00.0	14.7966	76.528	0.203
10/17/24 17:30:00.0	14.7963	76.354	0.201
10/17/24 17:35:00.0	14.7914	76.181	0.200
10/17/24 17:40:00.0	14.7960	76.181	0.203
10/17/24 17:45:00.0	14.7895	76.006	0.199
10/17/24 17:50:00.0	14.7849	76.006	0.197
10/17/24 17:55:00.0	14.7895	76.006	0.200
10/17/24 18:00:00.0	14.7983	75.832	0.206
10/17/24 18:05:00.0	14.8018	76.006	0.209
10/17/24 18:10:00.0	14.8049	76.006	0.211
10/17/24 18:15:00.0	14.8068	76.181	0.212
10/17/24 18:20:00.0	14.8072	76.354	0.213
10/17/24 18:25:00.0	14.8044	76.528	0.212
10/17/24 18:30:00.0	14.8047	76.703	0.214
10/17/24 18:35:00.0	14.8020	76.876	0.212
10/17/24 18:40:00.0	14.8020	76.876	0.212
10/17/24 18:45:00.0	14.8008	77.050	0.211
10/17/24 18:50:00.0	14.7976	77.050	0.209
10/17/24 18:55:00.0	14.7981	77.225	0.209
10/17/24 19:00:00.0	14.7995	77.225	0.211
10/17/24 19:05:00.0	14.7981	77.225	0.209
10/17/24 19:10:00.0	14.7981	77.225	0.209
10/17/24 19:15:00.0	14.7949	77.225	0.208
10/17/24 19:20:00.0	14.7949	77.225	0.209
10/17/24 19:25:00.0	14.7981	77.225	0.212
10/17/24 19:30:00.0	14.7949	77.225	0.211
10/17/24 19:35:00.0	14.7981	77.225	0.213
10/17/24 19:40:00.0	14.7949	77.225	0.211
10/17/24 19:45:00.0	14.7949	77.225	0.211
10/17/24 19:50:00.0	14.7918	77.225	0.209
10/17/24 19:55:00.0	14.7934	77.225	0.210
10/17/24 20:00:00.0	14.7811	77.225	0.201
10/17/24 20:05:00.0	14.7686	77.225	0.193
10/17/24 20:10:00.0	14.7667	77.050	0.193
10/17/24 20:15:00.0	14.7618	76.876	0.190
10/17/24 20:20:00.0	14.7583	76.703	0.188
10/17/24 20:25:00.0	14.7611	76.528	0.192
10/17/24 20:30:00.0	14.7651	76.181	0.195
10/17/24 20:35:00.0	14.7693	76.006	0.200
10/17/24 20:40:00.0	14.7675	75.832	0.199
10/17/24 20:45:00.0	14.7746	75.484	0.205
10/17/24 20:50:00.0	14.7773	75.312	0.208
10/17/24 20:55:00.0	14.7769	75.139	0.208
10/17/24 21:00:00.0	14.7796	74.964	0.211
10/17/24 21:05:00.0	14.7793	74.791	0.212
10/17/24 21:10:00.0	14.7805	74.619	0.212
10/17/24 21:15:00.0	14.7817	74.446	0.214
10/17/24 21:20:00.0	14.7725	74.446	0.208
10/17/24 21:25:00.0	14.7756	74.446	0.209
10/17/24 21:30:00.0	14.7721	74.271	0.209
10/17/24 21:35:00.0	14.7675	74.271	0.207
10/17/24 21:40:00.0	14.7644	74.271	0.205
10/17/24 21:45:00.0	14.7644	74.271	0.205
10/17/24 21:50:00.0	14.7672	74.098	0.207
10/17/24 21:55:00.0	14.7779	74.098	0.215
10/17/24 22:00:00.0	14.7857	74.098	0.220
10/17/24 22:05:00.0	14.7923	74.271	0.224
10/17/24 22:10:00.0	14.7956	74.446	0.228
10/17/24 22:15:00.0	14.7994	74.791	0.232
10/17/24 22:20:00.0	14.7982	74.964	0.233
10/17/24 22:25:00.0	14.8001	75.139	0.235
10/17/24 22:30:00.0	14.7959	75.312	0.233
10/17/24 22:35:00.0	14.7807	75.484	0.223
10/17/24 22:40:00.0	14.7748	75.659	0.218
10/17/24 22:45:00.0	14.7733	75.659	0.217
10/17/24 22:50:00.0	14.7699	75.484	0.214
10/17/24 22:55:00.0	14.7695	75.312	0.214
10/17/24 23:00:00.0	14.7661	75.139	0.213
10/17/24 23:05:00.0	14.7719	74.964	0.217
10/17/24 23:10:00.0	14.7731	74.791	0.218
10/17/24 23:15:00.0	14.7698	74.619	0.216
10/17/24 23:20:00.0	14.7709	74.446	0.218
10/17/24 23:25:00.0	14.7690	74.271	0.217
10/17/24 23:30:00.0	14.7702	74.098	0.218
10/17/24 23:35:00.0	14.7733	74.098	0.222
10/17/24 23:40:00.0	14.7714	73.926	0.221
10/17/24 23:45:00.0	14.7683	73.926	0.219
10/17/24 23:50:00.0	14.7695	73.753	0.220
10/17/24 23:55:00.0	14.7680	73.753	0.218
10/18/24 00:00:00.0	14.7676	73.580	0.217
10/18/24 00:05:00.0	14.7661	73.580	0.216
10/18/24 00:10:00.0	14.7689	73.407	0.219
10/18/24 00:15:00.0	14.7689	73.407	0.219
10/18/24 00:20:00.0	14.7719	73.407	0.222
10/18/24 00:25:00.0	14.7654	73.234	0.218
10/18/24 00:30:00.0	14.7670	73.234	0.218
10/18/24 00:35:00.0	14.7715	73.234	0.222
10/18/24 00:40:00.0	14.7840	73.234	0.232
10/18/24 00:45:00.0	14.7901	73.234	0.237
10/18/24 00:50:00.0	14.7982	73.407	0.242
10/18/24 00:55:00.0	14.7982	73.407	0.241
10/18/24 01:00:00.0	14.7973	73.753	0.242
10/18/24 01:05:00.0	14.7946	73.926	0.240
10/18/24 01:10:00.0	14.7853	73.926	0.234
10/18/24 01:15:00.0	14.7795	74.098	0.231
10/18/24 01:20:00.0	14.7686	74.098	0.223
10/18/24 01:25:00.0	14.7625	74.098	0.218
10/18/24 01:30:00.0	14.7560	73.926	0.213
10/18/24 01:35:00.0	14.7602	73.753	0.214
10/18/24 01:40:00.0	14.7564	73.407	0.210
10/18/24 01:45:00.0	14.7561	73.234	0.211
10/18/24 01:50:00.0	14.7527	73.062	0.208
10/18/24 01:55:00.0	14.7477	72.891	0.204
10/18/24 02:00:00.0	14.7458	72.718	0.201
10/18/24 02:05:00.0	14.7363	72.545	0.194
10/18/24 02:10:00.0	14.7266	72.372	0.186
10/18/24 02:15:00.0	14.7247	72.199	0.184
10/18/24 02:20:00.0	14.7193	71.856	0.181
10/18/24 02:25:00.0	14.7141	71.512	0.177
10/18/24 02:30:00.0	14.7103	71.168	0.174
10/18/24 02:35:00.0	14.7064	70.824	0.172
10/18/24 02:40:00.0	14.7058	70.480	0.172
10/18/24 02:45:00.0	14.7070	70.308	0.173
10/18/24 02:50:00.0	14.7093	69.964	0.174
10/18/24 02:55:00.0	14.7074	69.793	0.172
10/18/24 03:00:00.0	14.7083	69.449	0.173
10/18/24 03:05:00.0	14.7048	69.278	0.170
10/18/24 03:10:00.0	14.7029	69.107	0.170
10/18/24 03:15:00.0	14.7022	68.763	0.169
10/18/24 03:20:00.0	14.6987	68.592	0.167
10/18/24 03:25:00.0	14.7042	68.248	0.172
10/18/24 03:30:00.0	14.7163	68.077	0.182
10/18/24 03:35:00.0	14.7205	67.906	0.185
10/18/24 03:40:00.0	14.7297	67.906	0.193
10/18/24 03:45:00.0	14.7316	68.077	0.194
10/18/24 03:50:00.0	14.7370	68.421	0.198
10/18/24 03:55:00.0	14.7392	68.763	0.199
10/18/24 04:00:00.0	14.7445	69.107	0.203
10/18/24 04:05:00.0	14.7480	69.278	0.206
10/18/24 04:10:00.0	14.7561	69.449	0.211
10/18/24 04:15:00.0	14.7483	69.449	0.203
10/18/24 04:20:00.0	14.7564	69.622	0.206
10/18/24 04:25:00.0	14.7638	69.449	0.209
10/18/24 04:30:00.0	14.7669	69.449	0.209
10/18/24 04:35:00.0	14.7622	69.449	0.206
10/18/24 04:40:00.0	14.7619	69.278	0.206
10/18/24 04:45:00.0	14.7603	69.278	0.206
10/18/24 04:50:00.0	14.7619	69.278	0.207
10/18/24 04:55:00.0	14.7569	69.107	0.203
10/18/24 05:00:00.0	14.7585	69.107	0.204
10/18/24 05:05:00.0	14.7596	68.934	0.204
10/18/24 05:10:00.0	14.7531	68.763	0.199
10/18/24 05:15:00.0	14.7528	68.592	0.199
10/18/24 05:20:00.0	14.7496	68.592	0.196
10/18/24 05:25:00.0	14.7416	68.421	0.191
10/18/24 05:30:00.0	14.7289	68.248	0.181
10/18/24 05:35:00.0	14.7205	67.906	0.176
10/18/24 05:40:00.0	14.7148	67.392	0.171
10/18/24 05:45:00.0	14.7136	66.879	0.171
10/18/24 05:50:00.0	14.7106	66.193	0.170
10/18/24 05:55:00.0	14.7080	65.680	0.169
10/18/24 06:00:00.0	14.7065	64.996	0.167
10/18/24 06:05:00.0	14.7084	64.481	0.169
10/18/24 06:10:00.0	14.7058	63.968	0.166
10/18/24 06:15:00.0	14.7081	63.626	0.167
10/18/24 06:20:00.0	14.7120	63.282	0.169
10/18/24 06:25:00.0	14.7125	62.769	0.169
10/18/24 06:30:00.0	14.7229	62.598	0.177
10/18/24 06:35:00.0	14.7241	62.425	0.179
10/18/24 06:40:00.0	14.7252	62.254	0.179
10/18/24 06:45:00.0	14.7248	62.083	0.179
10/18/24 06:50:00.0	14.7325	62.083	0.184
10/18/24 06:55:00.0	14.7325	62.083	0.183
10/18/24 07:00:00.0	14.7399	61.912	0.189
10/18/24 07:05:00.0	14.7399	61.912	0.189
10/18/24 07:10:00.0	14.7429	61.912	0.192
10/18/24 07:15:00.0	14.7413	61.912	0.190
10/18/24 07:20:00.0	14.7429	61.912	0.191
10/18/24 07:25:00.0	14.7429	61.912	0.190
10/18/24 07:30:00.0	14.7418	62.083	0.190
10/18/24 07:35:00.0	14.7479	62.083	0.194
10/18/24 07:40:00.0	14.7541	62.083	0.198
10/18/24 07:45:00.0	14.7618	62.083	0.204
10/18/24 07:50:00.0	14.7637	62.254	0.206
10/18/24 07:55:00.0	14.7760	62.254	0.214
10/18/24 08:00:00.0	14.7807	62.254	0.219
10/18/24 08:05:00.0	14.7883	62.254	0.224
10/18/24 08:10:00.0	14.7962	62.254	0.230
10/18/24 08:15:00.0	14.8034	62.083	0.235
10/18/24 08:20:00.0	14.8034	62.083	0.235
10/18/24 08:25:00.0	14.8034	62.083	0.235
10/18/24 08:30:00.0	14.7973	62.083	0.229
10/18/24 08:35:00.0	14.7985	61.912	0.229
10/18/24 08:40:00.0	14.7965	61.741	0.227
10/18/24 08:45:00.0	14.7899	61.569	0.223
10/18/24 08:50:00.0	14.7953	61.227	0.227
10/18/24 08:55:00.0	14.8055	60.883	0.233
10/18/24 09:00:00.0	14.8131	60.883	0.239
10/18/24 09:05:00.0	14.8181	61.054	0.243
10/18/24 09:10:00.0	14.8189	61.398	0.243
10/18/24 09:15:00.0	14.8216	61.912	0.245
10/18/24 09:20:00.0	14.8181	62.425	0.242
10/18/24 09:25:00.0	14.8150	63.111	0.240
10/18/24 09:30:00.0	14.8188	63.455	0.243
10/18/24 09:35:00.0	14.8184	63.968	0.244
10/18/24 09:40:00.0	14.8223	64.310	0.248
10/18/24 09:45:00.0	14.8242	64.481	0.249
10/18/24 09:50:00.0	14.8202	64.825	0.245
10/18/24 09:55:00.0	14.8160	64.996	0.242
10/18/24 10:00:00.0	14.8086	65.167	0.236
10/18/24 10:05:00.0	14.8026	65.167	0.231
10/18/24 10:10:00.0	14.7975	64.996	0.228
10/18/24 10:15:00.0	14.8033	64.825	0.233
10/18/24 10:20:00.0	14.8165	64.481	0.242
10/18/24 10:25:00.0	14.8330	64.310	0.253
10/18/24 10:30:00.0	14.8400	64.652	0.258
10/18/24 10:35:00.0	14.8395	65.167	0.258
10/18/24 10:40:00.0	14.8407	65.680	0.259
10/18/24 10:45:00.0	14.8361	66.366	0.256
10/18/24 10:50:00.0	14.8375	67.050	0.257
10/18/24 10:55:00.0	14.8385	67.564	0.257
10/18/24 11:00:00.0	14.8427	68.077	0.260
10/18/24 11:05:00.0	14.8453	68.592	0.262
10/18/24 11:10:00.0	14.8468	69.278	0.262
10/18/24 11:15:00.0	14.8433	69.793	0.259
10/18/24 11:20:00.0	14.8362	70.137	0.255
10/18/24 11:25:00.0	14.8281	70.651	0.250
10/18/24 11:30:00.0	14.8330	70.824	0.253
10/18/24 11:35:00.0	14.8307	71.168	0.251
10/18/24 11:40:00.0	14.8295	71.339	0.250
10/18/24 11:45:00.0	14.8345	71.512	0.251
10/18/24 11:50:00.0	14.8317	71.683	0.248
10/18/24 11:55:00.0	14.8340	72.028	0.249
10/18/24 12:00:00.0	14.8329	72.199	0.247
10/18/24 12:05:00.0	14.8301	72.372	0.245
10/18/24 12:10:00.0	14.8258	72.545	0.242
10/18/24 12:15:00.0	14.8169	72.718	0.235
10/18/24 12:20:00.0	14.8172	72.891	0.235
10/18/24 12:25:00.0	14.8144	73.062	0.231
10/18/24 12:30:00.0	14.8130	73.062	0.228
10/18/24 12:35:00.0	14.8117	73.234	0.228
10/18/24 12:40:00.0	14.8105	73.407	0.226
10/18/24 12:45:00.0	14.8124	73.580	0.227
10/18/24 12:50:00.0	14.8143	73.753	0.229
10/18/24 12:55:00.0	14.8115	73.926	0.227
10/18/24 13:00:00.0	14.8073	74.098	0.224
10/18/24 13:05:00.0	14.8030	74.271	0.219
10/18/24 13:10:00.0	14.8049	74.446	0.219
10/18/24 13:15:00.0	14.8037	74.619	0.218
10/18/24 13:20:00.0	14.8026	74.791	0.218
10/18/24 13:25:00.0	14.7952	74.964	0.213
10/18/24 13:30:00.0	14.8017	75.139	0.218
10/18/24 13:35:00.0	14.8036	75.312	0.219
10/18/24 13:40:00.0	14.8024	75.484	0.218
10/18/24 13:45:00.0	14.7915	75.484	0.210
10/18/24 13:50:00.0	14.7841	75.659	0.205
10/18/24 13:55:00.0	14.7764	75.659	0.198
10/18/24 14:00:00.0	14.7795	75.659	0.200
10/18/24 14:05:00.0	14.7885	75.484	0.205
10/18/24 14:10:00.0	14.7931	75.484	0.208
10/18/24 14:15:00.0	14.7992	75.484	0.212
10/18/24 14:20:00.0	14.8162	75.484	0.224
10/18/24 14:25:00.0	14.8336	75.659	0.236
10/18/24 14:30:00.0	14.8464	75.832	0.245
10/18/24 14:35:00.0	14.8578	76.181	0.252
10/18/24 14:40:00.0	14.8659	76.354	0.256
10/18/24 14:45:00.0	14.8665	76.703	0.255
10/18/24 14:50:00.0	14.8735	77.050	0.259
10/18/24 14:55:00.0	14.8784	77.225	0.261
10/18/24 15:00:00.0	14.8787	77.400	0.261
10/18/24 15:05:00.0	14.8838	77.574	0.264
10/18/24 15:10:00.0	14.8841	77.749	0.263
10/18/24 15:15:00.0	14.8875	77.923	0.265
10/18/24 15:20:00.0	14.8906	77.923	0.266
10/18/24 15:25:00.0	14.8909	78.098	0.265
10/18/24 15:30:00.0	14.8878	78.098	0.262
10/18/24 15:35:00.0	14.8848	78.098	0.260
10/18/24 15:40:00.0	14.8862	78.098	0.260
10/18/24 15:45:00.0	14.8867	78.274	0.259
10/18/24 15:50:00.0	14.8835	78.274	0.256
10/18/24 15:55:00.0	14.8804	78.274	0.251
10/18/24 16:00:00.0	14.8788	78.274	0.248
10/18/24 16:05:00.0	14.8758	78.274	0.246
10/18/24 16:10:00.0	14.8727	78.274	0.244
10/18/24 16:15:00.0	14.8696	78.274	0.242
10/18/24 16:20:00.0	14.8665	78.274	0.239
10/18/24 16:25:00.0	14.8619	78.274	0.236
10/18/24 16:30:00.0	14.8572	78.274	0.232
10/18/24 16:35:00.0	14.8572	78.274	0.233
10/18/24 16:40:00.0	14.8523	78.098	0.228
10/18/24 16:45:00.0	14.8537	78.098	0.229
10/18/24 16:50:00.0	14.8477	78.098	0.225
10/18/24 16:55:00.0	14.8491	78.098	0.226
10/18/24 17:00:00.0	14.8414	78.098	0.223
10/18/24 17:05:00.0	14.8384	78.098	0.218
10/18/24 17:10:00.0	14.8256	77.923	0.207
10/18/24 17:15:00.0	14.8179	77.923	0.203
