"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 22072298, SEN S/N: 22072298, LBL: Oros_Pressure)","Temp, °F (LGR S/N: 22072298, SEN S/N: 22072298, LBL: Oros_Temp)","Sensor Depth, meters (LGR S/N: )"
6380,10/02/24 08:20:00 PM,14.7686,76.876,0.240
6381,10/02/24 08:25:00 PM,14.7686,76.876,0.240
6382,10/02/24 08:30:00 PM,14.7686,76.876,0.239
6383,10/02/24 08:35:00 PM,14.7704,76.876,0.239
6384,10/02/24 08:40:00 PM,14.7686,76.876,0.237
6385,10/02/24 08:45:00 PM,14.7686,76.876,0.237
6386,10/02/24 08:50:00 PM,14.7669,76.876,0.234
6387,10/02/24 08:55:00 PM,14.7651,76.876,0.231
6388,10/02/24 09:00:00 PM,14.7634,76.876,0.232
6389,10/02/24 09:05:00 PM,14.7634,76.876,0.231
6390,10/02/24 09:10:00 PM,14.7651,76.876,0.229
6391,10/02/24 09:15:00 PM,14.7634,76.876,0.229
6392,10/02/24 09:20:00 PM,14.7651,76.876,0.230
6393,10/02/24 09:25:00 PM,14.7651,76.876,0.229
6394,10/02/24 09:30:00 PM,14.7651,76.876,0.227
6395,10/02/24 09:35:00 PM,14.7686,76.876,0.232
6396,10/02/24 09:40:00 PM,14.7696,76.703,0.231
6397,10/02/24 09:45:00 PM,14.7733,76.703,0.235
6398,10/02/24 09:50:00 PM,14.7750,76.703,0.235
6399,10/02/24 09:55:00 PM,14.7785,76.703,0.236
6400,10/02/24 10:00:00 PM,14.7837,76.703,0.239
6401,10/02/24 10:05:00 PM,14.7872,76.703,0.241
6402,10/02/24 10:10:00 PM,14.7889,76.703,0.243
6403,10/02/24 10:15:00 PM,14.7907,76.703,0.244
6404,10/02/24 10:20:00 PM,14.7943,76.703,0.246
6405,10/02/24 10:25:00 PM,14.7925,76.703,0.247
6406,10/02/24 10:30:00 PM,14.7960,76.703,0.246
6407,10/02/24 10:35:00 PM,14.8030,76.703,0.250
6408,10/02/24 10:40:00 PM,14.7995,76.703,0.248
6409,10/02/24 10:45:00 PM,14.8047,76.703,0.251
6410,10/02/24 10:50:00 PM,14.8065,76.703,0.251
6411,10/02/24 10:55:00 PM,14.8076,76.528,0.252
6412,10/02/24 11:00:00 PM,14.8111,76.528,0.256
6413,10/02/24 11:05:00 PM,14.8076,76.528,0.251
6414,10/02/24 11:10:00 PM,14.8094,76.528,0.253
6415,10/02/24 11:15:00 PM,14.8111,76.528,0.255
6416,10/02/24 11:20:00 PM,14.8146,76.528,0.258
6417,10/02/24 11:25:00 PM,14.8146,76.528,0.258
6418,10/02/24 11:30:00 PM,14.8128,76.528,0.255
6419,10/02/24 11:35:00 PM,14.8128,76.528,0.256
6420,10/02/24 11:40:00 PM,14.8128,76.528,0.255
6421,10/02/24 11:45:00 PM,14.8128,76.528,0.257
6422,10/02/24 11:50:00 PM,14.8111,76.528,0.255
6423,10/02/24 11:55:00 PM,14.8104,76.354,0.256
6424,10/03/24 12:00:00 AM,14.8086,76.354,0.255
6425,10/03/24 12:05:00 AM,14.8069,76.354,0.255
6426,10/03/24 12:10:00 AM,14.8069,76.354,0.253
6427,10/03/24 12:15:00 AM,14.8034,76.354,0.250
6428,10/03/24 12:20:00 AM,14.8034,76.354,0.249
6429,10/03/24 12:25:00 AM,14.8034,76.354,0.251
6430,10/03/24 12:30:00 AM,14.8052,76.354,0.251
6431,10/03/24 12:35:00 AM,14.8034,76.354,0.253
6432,10/03/24 12:40:00 AM,14.7992,76.181,0.250
6433,10/03/24 12:45:00 AM,14.7975,76.181,0.249
6434,10/03/24 12:50:00 AM,14.7992,76.181,0.249
6435,10/03/24 12:55:00 AM,14.7940,76.181,0.246
6436,10/03/24 01:00:00 AM,14.7940,76.181,0.246
6437,10/03/24 01:05:00 AM,14.7940,76.181,0.246
6438,10/03/24 01:10:00 AM,14.7898,76.006,0.243
6439,10/03/24 01:15:00 AM,14.7880,76.006,0.243
6440,10/03/24 01:20:00 AM,14.7863,76.006,0.241
6441,10/03/24 01:25:00 AM,14.7846,76.006,0.240
6442,10/03/24 01:30:00 AM,14.7792,76.006,0.238
6443,10/03/24 01:35:00 AM,14.7786,75.832,0.237
6444,10/03/24 01:40:00 AM,14.7733,75.832,0.233
6445,10/03/24 01:45:00 AM,14.7715,75.832,0.232
6446,10/03/24 01:50:00 AM,14.7680,75.832,0.231
6447,10/03/24 01:55:00 AM,14.7646,75.832,0.228
6448,10/03/24 02:00:00 AM,14.7603,75.659,0.225
6449,10/03/24 02:05:00 AM,14.7603,75.659,0.223
6450,10/03/24 02:10:00 AM,14.7586,75.659,0.223
6451,10/03/24 02:15:00 AM,14.7586,75.659,0.224
6452,10/03/24 02:20:00 AM,14.7551,75.659,0.222
6453,10/03/24 02:25:00 AM,14.7492,75.484,0.217
6454,10/03/24 02:30:00 AM,14.7492,75.484,0.214
6455,10/03/24 02:35:00 AM,14.7440,75.484,0.213
6456,10/03/24 02:40:00 AM,14.7403,75.484,0.211
6457,10/03/24 02:45:00 AM,14.7351,75.484,0.206
6458,10/03/24 02:50:00 AM,14.7345,75.312,0.208
6459,10/03/24 02:55:00 AM,14.7326,75.312,0.208
6460,10/03/24 03:00:00 AM,14.7309,75.312,0.205
6461,10/03/24 03:05:00 AM,14.7292,75.312,0.204
6462,10/03/24 03:10:00 AM,14.7292,75.312,0.203
6463,10/03/24 03:15:00 AM,14.7303,75.139,0.204
6464,10/03/24 03:20:00 AM,14.7303,75.139,0.205
6465,10/03/24 03:25:00 AM,14.7286,75.139,0.203
6466,10/03/24 03:30:00 AM,14.7286,75.139,0.203
6467,10/03/24 03:35:00 AM,14.7286,75.139,0.202
6468,10/03/24 03:40:00 AM,14.7331,74.964,0.206
6469,10/03/24 03:45:00 AM,14.7313,74.964,0.203
6470,10/03/24 03:50:00 AM,14.7348,74.964,0.207
6471,10/03/24 03:55:00 AM,14.7383,74.964,0.208
6472,10/03/24 04:00:00 AM,14.7383,74.964,0.209
6473,10/03/24 04:05:00 AM,14.7412,74.791,0.212
6474,10/03/24 04:10:00 AM,14.7429,74.791,0.213
6475,10/03/24 04:15:00 AM,14.7499,74.791,0.219
6476,10/03/24 04:20:00 AM,14.7516,74.791,0.222
6477,10/03/24 04:25:00 AM,14.7563,74.619,0.224
6478,10/03/24 04:30:00 AM,14.7580,74.619,0.223
6479,10/03/24 04:35:00 AM,14.7650,74.619,0.228
6480,10/03/24 04:40:00 AM,14.7650,74.619,0.227
6481,10/03/24 04:45:00 AM,14.7661,74.446,0.229
6482,10/03/24 04:50:00 AM,14.7696,74.446,0.232
6483,10/03/24 04:55:00 AM,14.7714,74.446,0.232
6484,10/03/24 05:00:00 AM,14.7748,74.446,0.233
6485,10/03/24 05:05:00 AM,14.7778,74.271,0.236
6486,10/03/24 05:10:00 AM,14.7812,74.271,0.237
6487,10/03/24 05:15:00 AM,14.7847,74.271,0.241
6488,10/03/24 05:20:00 AM,14.7830,74.271,0.238
6489,10/03/24 05:25:00 AM,14.7857,74.098,0.240
6490,10/03/24 05:30:00 AM,14.7857,74.098,0.241
6491,10/03/24 05:35:00 AM,14.7840,74.098,0.237
6492,10/03/24 05:40:00 AM,14.7857,74.098,0.238
6493,10/03/24 05:45:00 AM,14.7886,73.926,0.241
6494,10/03/24 05:50:00 AM,14.7886,73.926,0.240
6495,10/03/24 05:55:00 AM,14.7938,73.926,0.240
6496,10/03/24 06:00:00 AM,14.7886,73.926,0.240
6497,10/03/24 06:05:00 AM,14.7896,73.753,0.241
6498,10/03/24 06:10:00 AM,14.7896,73.753,0.242
6499,10/03/24 06:15:00 AM,14.7931,73.753,0.242
6500,10/03/24 06:20:00 AM,14.7914,73.753,0.242
6501,10/03/24 06:25:00 AM,14.7941,73.580,0.244
6502,10/03/24 06:30:00 AM,14.7907,73.580,0.240
6503,10/03/24 06:35:00 AM,14.7924,73.580,0.241
6504,10/03/24 06:40:00 AM,14.7960,73.580,0.243
6505,10/03/24 06:45:00 AM,14.7960,73.580,0.244
6506,10/03/24 06:50:00 AM,14.7936,73.407,0.239
6507,10/03/24 06:55:00 AM,14.7936,73.407,0.241
6508,10/03/24 07:00:00 AM,14.7953,73.407,0.241
6509,10/03/24 07:05:00 AM,14.7936,73.407,0.240
6510,10/03/24 07:10:00 AM,14.7918,73.407,0.240
6511,10/03/24 07:15:00 AM,14.7936,73.407,0.237
6512,10/03/24 07:20:00 AM,14.7928,73.234,0.238
6513,10/03/24 07:25:00 AM,14.7911,73.234,0.237
6514,10/03/24 07:30:00 AM,14.7894,73.234,0.233
6515,10/03/24 07:35:00 AM,14.7911,73.234,0.236
6516,10/03/24 07:40:00 AM,14.7911,73.234,0.234
6517,10/03/24 07:45:00 AM,14.7921,73.062,0.236
6518,10/03/24 07:50:00 AM,14.7921,73.062,0.234
6519,10/03/24 07:55:00 AM,14.7921,73.062,0.234
6520,10/03/24 08:00:00 AM,14.7904,73.062,0.232
6521,10/03/24 08:05:00 AM,14.7904,73.062,0.230
6522,10/03/24 08:10:00 AM,14.7904,73.062,0.231
6523,10/03/24 08:15:00 AM,14.7914,72.891,0.234
6524,10/03/24 08:20:00 AM,14.7879,72.891,0.231
6525,10/03/24 08:25:00 AM,14.7914,72.891,0.233
6526,10/03/24 08:30:00 AM,14.7879,72.891,0.231
6527,10/03/24 08:35:00 AM,14.7879,72.891,0.229
6528,10/03/24 08:40:00 AM,14.7844,72.891,0.227
6529,10/03/24 08:45:00 AM,14.7854,72.718,0.227
6530,10/03/24 08:50:00 AM,14.7820,72.718,0.226
6531,10/03/24 08:55:00 AM,14.7820,72.718,0.225
6532,10/03/24 09:00:00 AM,14.7785,72.718,0.222
6533,10/03/24 09:05:00 AM,14.7767,72.718,0.221
6534,10/03/24 09:10:00 AM,14.7750,72.718,0.219
6535,10/03/24 09:15:00 AM,14.7750,72.718,0.220
6536,10/03/24 09:20:00 AM,14.7731,72.718,0.216
6537,10/03/24 09:25:00 AM,14.7714,72.718,0.216
6538,10/03/24 09:30:00 AM,14.7661,72.718,0.213
6539,10/03/24 09:35:00 AM,14.7627,72.718,0.211
6540,10/03/24 09:40:00 AM,14.7592,72.718,0.207
6541,10/03/24 09:45:00 AM,14.7592,72.718,0.207
6542,10/03/24 09:50:00 AM,14.7557,72.718,0.205
6543,10/03/24 09:55:00 AM,14.7540,72.718,0.204
6544,10/03/24 10:00:00 AM,14.7503,72.718,0.202
6545,10/03/24 10:05:00 AM,14.7486,72.718,0.199
6546,10/03/24 10:10:00 AM,14.7486,72.718,0.200
6547,10/03/24 10:15:00 AM,14.7451,72.718,0.196
6548,10/03/24 10:20:00 AM,14.7416,72.718,0.197
6549,10/03/24 10:25:00 AM,14.7399,72.718,0.195
6550,10/03/24 10:30:00 AM,14.7364,72.718,0.191
6551,10/03/24 10:35:00 AM,14.7347,72.718,0.192
6552,10/03/24 10:40:00 AM,14.7293,72.718,0.185
6553,10/03/24 10:45:00 AM,14.7318,72.891,0.191
6554,10/03/24 10:50:00 AM,14.7300,72.891,0.186
6555,10/03/24 10:55:00 AM,14.7318,72.891,0.189
6556,10/03/24 11:00:00 AM,14.7335,72.891,0.190
6557,10/03/24 11:05:00 AM,14.7335,72.891,0.192
6558,10/03/24 11:10:00 AM,14.7308,73.062,0.190
6559,10/03/24 11:15:00 AM,14.7342,73.062,0.191
6560,10/03/24 11:20:00 AM,14.7325,73.062,0.191
6561,10/03/24 11:25:00 AM,14.7360,73.062,0.193
6562,10/03/24 11:30:00 AM,14.7367,73.234,0.195
6563,10/03/24 11:35:00 AM,14.7437,73.234,0.198
6564,10/03/24 11:40:00 AM,14.7437,73.234,0.200
6565,10/03/24 11:45:00 AM,14.7479,73.407,0.204
6566,10/03/24 11:50:00 AM,14.7515,73.407,0.205
6567,10/03/24 11:55:00 AM,14.7532,73.407,0.206
6568,10/03/24 12:00:00 PM,14.7550,73.407,0.209
6569,10/03/24 12:05:00 PM,14.7627,73.580,0.214
6570,10/03/24 12:10:00 PM,14.7679,73.580,0.216
6571,10/03/24 12:15:00 PM,14.7686,73.753,0.218
6572,10/03/24 12:20:00 PM,14.7738,73.753,0.223
6573,10/03/24 12:25:00 PM,14.7773,73.753,0.226
6574,10/03/24 12:30:00 PM,14.7763,73.926,0.225
6575,10/03/24 12:35:00 PM,14.7815,73.926,0.229
6576,10/03/24 12:40:00 PM,14.7822,74.098,0.230
6577,10/03/24 12:45:00 PM,14.7822,74.098,0.231
6578,10/03/24 12:50:00 PM,14.7865,74.271,0.234
6579,10/03/24 12:55:00 PM,14.7882,74.271,0.237
6580,10/03/24 01:00:00 PM,14.7899,74.271,0.240
6581,10/03/24 01:05:00 PM,14.7872,74.446,0.239
6582,10/03/24 01:10:00 PM,14.7837,74.446,0.236
6583,10/03/24 01:15:00 PM,14.7879,74.619,0.241
6584,10/03/24 01:20:00 PM,14.7843,74.619,0.238
6585,10/03/24 01:25:00 PM,14.7833,74.791,0.240
6586,10/03/24 01:30:00 PM,14.7850,74.791,0.242
6587,10/03/24 01:35:00 PM,14.7822,74.964,0.239
6588,10/03/24 01:40:00 PM,14.7822,74.964,0.240
6589,10/03/24 01:45:00 PM,14.7769,74.964,0.238
6590,10/03/24 01:50:00 PM,14.7759,75.139,0.236
6591,10/03/24 01:55:00 PM,14.7759,75.139,0.237
6592,10/03/24 02:00:00 PM,14.7731,75.312,0.235
6593,10/03/24 02:05:00 PM,14.7695,75.312,0.233
6594,10/03/24 02:10:00 PM,14.7695,75.312,0.234
6595,10/03/24 02:15:00 PM,14.7685,75.484,0.233
6596,10/03/24 02:20:00 PM,14.7685,75.484,0.235
6597,10/03/24 02:25:00 PM,14.7702,75.484,0.238
6598,10/03/24 02:30:00 PM,14.7709,75.659,0.241
6599,10/03/24 02:35:00 PM,14.7692,75.659,0.242
6600,10/03/24 02:40:00 PM,14.7656,75.659,0.239
6601,10/03/24 02:45:00 PM,14.7698,75.832,0.242
6602,10/03/24 02:50:00 PM,14.7751,75.832,0.245
6603,10/03/24 02:55:00 PM,14.7733,75.832,0.244
6604,10/03/24 03:00:00 PM,14.7757,76.006,0.248
6605,10/03/24 03:05:00 PM,14.7811,76.006,0.252
6606,10/03/24 03:10:00 PM,14.7792,76.006,0.252
6607,10/03/24 03:15:00 PM,14.7782,76.181,0.251
6608,10/03/24 03:20:00 PM,14.7782,76.181,0.249
6609,10/03/24 03:25:00 PM,14.7817,76.181,0.252
6610,10/03/24 03:30:00 PM,14.7824,76.354,0.255
6611,10/03/24 03:35:00 PM,14.7824,76.354,0.254
6612,10/03/24 03:40:00 PM,14.7824,76.354,0.254
6613,10/03/24 03:45:00 PM,14.7824,76.354,0.254
6614,10/03/24 03:50:00 PM,14.7830,76.528,0.250
6615,10/03/24 03:55:00 PM,14.7812,76.528,0.248
6616,10/03/24 04:00:00 PM,14.7901,76.528,0.252
6617,10/03/24 04:05:00 PM,14.7889,76.703,0.252
6618,10/03/24 04:10:00 PM,14.7889,76.703,0.249
6619,10/03/24 04:15:00 PM,14.7889,76.703,0.251
6620,10/03/24 04:20:00 PM,14.7862,76.876,0.249
6621,10/03/24 04:25:00 PM,14.7896,76.876,0.251
6622,10/03/24 04:30:00 PM,14.7879,76.876,0.250
6623,10/03/24 04:35:00 PM,14.7862,76.876,0.250
6624,10/03/24 04:40:00 PM,14.7879,76.876,0.251
6625,10/03/24 04:45:00 PM,14.7867,77.050,0.248
6626,10/03/24 04:50:00 PM,14.7833,77.050,0.247
6627,10/03/24 04:55:00 PM,14.7815,77.050,0.245
6628,10/03/24 05:00:00 PM,14.7815,77.050,0.245
6629,10/03/24 05:05:00 PM,14.7798,77.050,0.243
6630,10/03/24 05:10:00 PM,14.7805,77.225,0.244
6631,10/03/24 05:15:00 PM,14.7734,77.225,0.238
6632,10/03/24 05:20:00 PM,14.7734,77.225,0.236
6633,10/03/24 05:25:00 PM,14.7734,77.225,0.238
6634,10/03/24 05:30:00 PM,14.7717,77.225,0.237
6635,10/03/24 05:35:00 PM,14.7699,77.225,0.235
6636,10/03/24 05:40:00 PM,14.7724,77.400,0.239
6637,10/03/24 05:45:00 PM,14.7706,77.400,0.236
6638,10/03/24 05:50:00 PM,14.7776,77.400,0.241
6639,10/03/24 05:55:00 PM,14.7776,77.400,0.238
6640,10/03/24 06:00:00 PM,14.7759,77.400,0.237
6641,10/03/24 06:05:00 PM,14.7828,77.400,0.245
6642,10/03/24 06:10:00 PM,14.7828,77.400,0.242
6643,10/03/24 06:15:00 PM,14.7870,77.574,0.246
6644,10/03/24 06:20:00 PM,14.7853,77.574,0.245
6645,10/03/24 06:25:00 PM,14.7888,77.574,0.246
6646,10/03/24 06:30:00 PM,14.7959,77.574,0.253
6647,10/03/24 06:35:00 PM,14.7940,77.574,0.250
6648,10/03/24 06:40:00 PM,14.7959,77.574,0.251
6649,10/03/24 06:45:00 PM,14.7994,77.574,0.251
6650,10/03/24 06:50:00 PM,14.7994,77.574,0.252
6651,10/03/24 06:55:00 PM,14.7994,77.574,0.251
6652,10/03/24 07:00:00 PM,14.8028,77.574,0.255
6653,10/03/24 07:05:00 PM,14.8028,77.574,0.253
6654,10/03/24 07:10:00 PM,14.8011,77.574,0.252
6655,10/03/24 07:15:00 PM,14.8046,77.574,0.256
6656,10/03/24 07:20:00 PM,14.8063,77.574,0.253
6657,10/03/24 07:25:00 PM,14.8046,77.574,0.250
6658,10/03/24 07:30:00 PM,14.8063,77.574,0.253
6659,10/03/24 07:35:00 PM,14.8046,77.574,0.253
6660,10/03/24 07:40:00 PM,14.8028,77.574,0.251
6661,10/03/24 07:45:00 PM,14.8046,77.574,0.252
6662,10/03/24 07:50:00 PM,14.8063,77.574,0.254
6663,10/03/24 07:55:00 PM,14.8028,77.574,0.250
6664,10/03/24 08:00:00 PM,14.8028,77.574,0.248
6665,10/03/24 08:05:00 PM,14.8028,77.574,0.247
6666,10/03/24 08:10:00 PM,14.8063,77.574,0.250
6667,10/03/24 08:15:00 PM,14.8075,77.400,0.248
6668,10/03/24 08:20:00 PM,14.8075,77.400,0.249
6669,10/03/24 08:25:00 PM,14.8092,77.400,0.250
6670,10/03/24 08:30:00 PM,14.8075,77.400,0.249
6671,10/03/24 08:35:00 PM,14.8092,77.400,0.249
6672,10/03/24 08:40:00 PM,14.8144,77.400,0.250
6673,10/03/24 08:45:00 PM,14.8127,77.400,0.247
6674,10/03/24 08:50:00 PM,14.8110,77.400,0.245
6675,10/03/24 08:55:00 PM,14.8162,77.400,0.248
6676,10/03/24 09:00:00 PM,14.8179,77.400,0.251
6677,10/03/24 09:05:00 PM,14.8144,77.400,0.247
6678,10/03/24 09:10:00 PM,14.8179,77.400,0.247
6679,10/03/24 09:15:00 PM,14.8162,77.400,0.245
6680,10/03/24 09:20:00 PM,14.8162,77.400,0.244
6681,10/03/24 09:25:00 PM,14.8179,77.400,0.245
6682,10/03/24 09:30:00 PM,14.8179,77.400,0.245
6683,10/03/24 09:35:00 PM,14.8162,77.400,0.245
6684,10/03/24 09:40:00 PM,14.8144,77.400,0.242
6685,10/03/24 09:45:00 PM,14.8162,77.400,0.242
6686,10/03/24 09:50:00 PM,14.8162,77.400,0.241
6687,10/03/24 09:55:00 PM,14.8162,77.400,0.241
6688,10/03/24 10:00:00 PM,14.8144,77.400,0.238
6689,10/03/24 10:05:00 PM,14.8144,77.400,0.238
6690,10/03/24 10:10:00 PM,14.8162,77.400,0.241
6691,10/03/24 10:15:00 PM,14.8144,77.400,0.240
6692,10/03/24 10:20:00 PM,14.8162,77.400,0.241
6693,10/03/24 10:25:00 PM,14.8162,77.400,0.239
6694,10/03/24 10:30:00 PM,14.8179,77.400,0.238
6695,10/03/24 10:35:00 PM,14.8250,77.400,0.244
6696,10/03/24 10:40:00 PM,14.8285,77.400,0.246
6697,10/03/24 10:45:00 PM,14.8314,77.225,0.247
6698,10/03/24 10:50:00 PM,14.8332,77.225,0.249
6699,10/03/24 10:55:00 PM,14.8401,77.225,0.253
6700,10/03/24 11:00:00 PM,14.8490,77.225,0.258
6701,10/03/24 11:05:00 PM,14.8524,77.225,0.262
6702,10/03/24 11:10:00 PM,14.8559,77.225,0.264
6703,10/03/24 11:15:00 PM,14.8611,77.225,0.268
6704,10/03/24 11:20:00 PM,14.8664,77.225,0.272
6705,10/03/24 11:25:00 PM,14.8664,77.225,0.269
6706,10/03/24 11:30:00 PM,14.8700,77.225,0.275
6707,10/03/24 11:35:00 PM,14.8693,77.050,0.272
6708,10/03/24 11:40:00 PM,14.8727,77.050,0.275
6709,10/03/24 11:45:00 PM,14.8745,77.050,0.275
6710,10/03/24 11:50:00 PM,14.8727,77.050,0.274
6711,10/03/24 11:55:00 PM,14.8710,77.050,0.271
6712,10/04/24 12:00:00 AM,14.8710,77.050,0.272
6713,10/04/24 12:05:00 AM,14.8722,76.876,0.274
6714,10/04/24 12:10:00 AM,14.8685,76.876,0.271
6715,10/04/24 12:15:00 AM,14.8668,76.876,0.268
6716,10/04/24 12:20:00 AM,14.8633,76.876,0.267
6717,10/04/24 12:25:00 AM,14.8616,76.876,0.266
6718,10/04/24 12:30:00 AM,14.8598,76.876,0.264
6719,10/04/24 12:35:00 AM,14.8574,76.703,0.261
6720,10/04/24 12:40:00 AM,14.8574,76.703,0.261
6721,10/04/24 12:45:00 AM,14.8574,76.703,0.259
6722,10/04/24 12:50:00 AM,14.8556,76.703,0.260
6723,10/04/24 12:55:00 AM,14.8556,76.703,0.260
6724,10/04/24 01:00:00 AM,14.8497,76.528,0.255
6725,10/04/24 01:05:00 AM,14.8479,76.528,0.255
6726,10/04/24 01:10:00 AM,14.8497,76.528,0.255
6727,10/04/24 01:15:00 AM,14.8479,76.528,0.254
6728,10/04/24 01:20:00 AM,14.8479,76.528,0.255
6729,10/04/24 01:25:00 AM,14.8437,76.354,0.251
6730,10/04/24 01:30:00 AM,14.8455,76.354,0.251
6731,10/04/24 01:35:00 AM,14.8420,76.354,0.250
6732,10/04/24 01:40:00 AM,14.8437,76.354,0.252
6733,10/04/24 01:45:00 AM,14.8449,76.181,0.252
6734,10/04/24 01:50:00 AM,14.8432,76.181,0.248
6735,10/04/24 01:55:00 AM,14.8449,76.181,0.251
6736,10/04/24 02:00:00 AM,14.8432,76.181,0.251
6737,10/04/24 02:05:00 AM,14.8432,76.181,0.248
6738,10/04/24 02:10:00 AM,14.8424,76.006,0.248
6739,10/04/24 02:15:00 AM,14.8407,76.006,0.246
6740,10/04/24 02:20:00 AM,14.8390,76.006,0.244
6741,10/04/24 02:25:00 AM,14.8353,76.006,0.244
6742,10/04/24 02:30:00 AM,14.8336,76.006,0.243
6743,10/04/24 02:35:00 AM,14.8365,75.832,0.245
6744,10/04/24 02:40:00 AM,14.8347,75.832,0.245
6745,10/04/24 02:45:00 AM,14.8330,75.832,0.243
6746,10/04/24 02:50:00 AM,14.8330,75.832,0.242
6747,10/04/24 02:55:00 AM,14.8305,75.659,0.241
6748,10/04/24 03:00:00 AM,14.8288,75.659,0.243
6749,10/04/24 03:05:00 AM,14.8271,75.659,0.239
6750,10/04/24 03:10:00 AM,14.8288,75.659,0.241
6751,10/04/24 03:15:00 AM,14.8288,75.659,0.243
6752,10/04/24 03:20:00 AM,14.8263,75.484,0.241
6753,10/04/24 03:25:00 AM,14.8229,75.484,0.240
6754,10/04/24 03:30:00 AM,14.8211,75.484,0.238
6755,10/04/24 03:35:00 AM,14.8176,75.484,0.236
6756,10/04/24 03:40:00 AM,14.8204,75.312,0.237
6757,10/04/24 03:45:00 AM,14.8239,75.312,0.239
6758,10/04/24 03:50:00 AM,14.8221,75.312,0.240
6759,10/04/24 03:55:00 AM,14.8221,75.312,0.239
6760,10/04/24 04:00:00 AM,14.8239,75.312,0.240
6761,10/04/24 04:05:00 AM,14.8214,75.139,0.240
6762,10/04/24 04:10:00 AM,14.8214,75.139,0.237
6763,10/04/24 04:15:00 AM,14.8197,75.139,0.236
6764,10/04/24 04:20:00 AM,14.8214,75.139,0.236
6765,10/04/24 04:25:00 AM,14.8191,74.964,0.236
6766,10/04/24 04:30:00 AM,14.8191,74.964,0.237
6767,10/04/24 04:35:00 AM,14.8172,74.964,0.237
6768,10/04/24 04:40:00 AM,14.8172,74.964,0.236
6769,10/04/24 04:45:00 AM,14.8166,74.791,0.234
6770,10/04/24 04:50:00 AM,14.8131,74.791,0.231
6771,10/04/24 04:55:00 AM,14.8113,74.791,0.230
6772,10/04/24 05:00:00 AM,14.8078,74.791,0.227
6773,10/04/24 05:05:00 AM,14.8072,74.619,0.228
6774,10/04/24 05:10:00 AM,14.8053,74.619,0.228
6775,10/04/24 05:15:00 AM,14.8036,74.619,0.224
6776,10/04/24 05:20:00 AM,14.7983,74.619,0.218
6777,10/04/24 05:25:00 AM,14.7994,74.446,0.218
6778,10/04/24 05:30:00 AM,14.8030,74.446,0.222
6779,10/04/24 05:35:00 AM,14.7976,74.446,0.219
6780,10/04/24 05:40:00 AM,14.7976,74.446,0.219
6781,10/04/24 05:45:00 AM,14.7941,74.446,0.216
6782,10/04/24 05:50:00 AM,14.7934,74.271,0.216
6783,10/04/24 05:55:00 AM,14.7953,74.271,0.214
6784,10/04/24 06:00:00 AM,14.7934,74.271,0.214
6785,10/04/24 06:05:00 AM,14.7934,74.271,0.214
6786,10/04/24 06:10:00 AM,14.7963,74.098,0.214
6787,10/04/24 06:15:00 AM,14.7981,74.098,0.215
6788,10/04/24 06:20:00 AM,14.7963,74.098,0.215
6789,10/04/24 06:25:00 AM,14.7998,74.098,0.216
6790,10/04/24 06:30:00 AM,14.8050,74.098,0.219
6791,10/04/24 06:35:00 AM,14.8079,73.926,0.220
6792,10/04/24 06:40:00 AM,14.8097,73.926,0.220
6793,10/04/24 06:45:00 AM,14.8131,73.926,0.224
6794,10/04/24 06:50:00 AM,14.8166,73.926,0.224
6795,10/04/24 06:55:00 AM,14.8176,73.753,0.224
6796,10/04/24 07:00:00 AM,14.8230,73.753,0.227
6797,10/04/24 07:05:00 AM,14.8282,73.753,0.229
6798,10/04/24 07:10:00 AM,14.8317,73.753,0.230
6799,10/04/24 07:15:00 AM,14.8363,73.580,0.234
6800,10/04/24 07:20:00 AM,14.8381,73.580,0.234
6801,10/04/24 07:25:00 AM,14.8381,73.580,0.235
6802,10/04/24 07:30:00 AM,14.8416,73.580,0.237
6803,10/04/24 07:35:00 AM,14.8433,73.580,0.237
6804,10/04/24 07:40:00 AM,14.8443,73.407,0.236
6805,10/04/24 07:45:00 AM,14.8461,73.407,0.238
6806,10/04/24 07:50:00 AM,14.8461,73.407,0.237
6807,10/04/24 07:55:00 AM,14.8495,73.407,0.238
6808,10/04/24 08:00:00 AM,14.8453,73.234,0.235
6809,10/04/24 08:05:00 AM,14.8471,73.234,0.235
6810,10/04/24 08:10:00 AM,14.8436,73.234,0.232
6811,10/04/24 08:15:00 AM,14.8436,73.234,0.233
6812,10/04/24 08:20:00 AM,14.8401,73.234,0.233
6813,10/04/24 08:25:00 AM,14.8366,73.234,0.230
6814,10/04/24 08:30:00 AM,14.8377,73.062,0.230
6815,10/04/24 08:35:00 AM,14.8324,73.062,0.225
6816,10/04/24 08:40:00 AM,14.8307,73.062,0.222
6817,10/04/24 08:45:00 AM,14.8289,73.062,0.219
6818,10/04/24 08:50:00 AM,14.8272,73.062,0.220
6819,10/04/24 08:55:00 AM,14.8218,73.062,0.214
6820,10/04/24 09:00:00 AM,14.8218,73.062,0.214
6821,10/04/24 09:05:00 AM,14.8166,73.062,0.212
6822,10/04/24 09:10:00 AM,14.8166,73.062,0.211
6823,10/04/24 09:15:00 AM,14.8149,73.062,0.210
6824,10/04/24 09:20:00 AM,14.8131,73.062,0.206
6825,10/04/24 09:25:00 AM,14.8142,72.891,0.207
6826,10/04/24 09:30:00 AM,14.8089,72.891,0.203
