"Date Time, GMT-07:00"	"Abs Pres, psi (LGR S/N: 22072298_duplicate, SEN S/N: 22072298, LBL: Frogspot_Pressure)"	"Temp, °F (LGR S/N: 22072298_duplicate, SEN S/N: 22072298, LBL: Frogspot_Temp)"	"Sensor Depth, meters (LGR S/N: null)"
09/19/24 17:50:00.0	14.7261	73.234	0.179
09/19/24 17:55:00.0	14.7377	73.234	0.188
09/19/24 18:00:00.0	14.7393	73.234	0.189
09/19/24 18:05:00.0	14.7464	73.407	0.194
09/19/24 18:10:00.0	14.7498	73.407	0.197
09/19/24 18:15:00.0	14.7515	73.407	0.198
09/19/24 18:20:00.0	14.7531	73.407	0.198
09/19/24 18:25:00.0	14.7635	73.580	0.204
09/19/24 18:30:00.0	14.7618	73.580	0.203
09/19/24 18:35:00.0	14.7635	73.580	0.202
09/19/24 18:40:00.0	14.7586	73.580	0.201
09/19/24 18:45:00.0	14.7618	73.580	0.202
09/19/24 18:50:00.0	14.7635	73.580	0.203
09/19/24 18:55:00.0	14.7553	73.580	0.198
09/19/24 19:00:00.0	14.7586	73.580	0.198
09/19/24 19:05:00.0	14.7602	73.580	0.197
09/19/24 19:10:00.0	14.7586	73.580	0.198
09/19/24 19:15:00.0	14.7569	73.580	0.197
09/19/24 19:20:00.0	14.7618	73.580	0.198
09/19/24 19:25:00.0	14.7569	73.580	0.197
09/19/24 19:30:00.0	14.7535	73.580	0.196
09/19/24 19:35:00.0	14.7519	73.580	0.192
09/19/24 19:40:00.0	14.7635	73.580	0.199
09/19/24 19:45:00.0	14.7553	73.580	0.191
09/19/24 19:50:00.0	14.7580	73.407	0.194
09/19/24 19:55:00.0	14.7596	73.407	0.193
09/19/24 20:00:00.0	14.7564	73.407	0.191
09/19/24 20:05:00.0	14.7647	73.407	0.196
09/19/24 20:10:00.0	14.7663	73.407	0.195
09/19/24 20:15:00.0	14.7630	73.407	0.194
09/19/24 20:20:00.0	14.7543	73.234	0.187
09/19/24 20:25:00.0	14.7493	73.234	0.185
09/19/24 20:30:00.0	14.7543	73.234	0.187
09/19/24 20:35:00.0	14.7558	73.234	0.188
09/19/24 20:40:00.0	14.7454	73.062	0.183
09/19/24 20:45:00.0	14.7537	73.062	0.186
09/19/24 20:50:00.0	14.7521	73.062	0.186
09/19/24 20:55:00.0	14.7505	73.062	0.185
09/19/24 21:00:00.0	14.7505	73.062	0.185
09/19/24 21:05:00.0	14.7499	72.891	0.183
09/19/24 21:10:00.0	14.7532	72.891	0.185
09/19/24 21:15:00.0	14.7499	72.891	0.181
09/19/24 21:20:00.0	14.7582	72.891	0.188
09/19/24 21:25:00.0	14.7511	72.718	0.183
09/19/24 21:30:00.0	14.7576	72.718	0.185
09/19/24 21:35:00.0	14.7676	72.718	0.193
09/19/24 21:40:00.0	14.7627	72.718	0.190
09/19/24 21:45:00.0	14.7692	72.718	0.194
09/19/24 21:50:00.0	14.7704	72.545	0.198
09/19/24 21:55:00.0	14.7753	72.545	0.199
09/19/24 22:00:00.0	14.7753	72.545	0.199
09/19/24 22:05:00.0	14.7688	72.545	0.195
09/19/24 22:10:00.0	14.7688	72.545	0.195
09/19/24 22:15:00.0	14.7786	72.545	0.203
09/19/24 22:20:00.0	14.7753	72.545	0.199
09/19/24 22:25:00.0	14.7764	72.372	0.201
09/19/24 22:30:00.0	14.7896	72.372	0.210
09/19/24 22:35:00.0	14.7831	72.372	0.204
09/19/24 22:40:00.0	14.7847	72.372	0.206
09/19/24 22:45:00.0	14.7780	72.372	0.202
09/19/24 22:50:00.0	14.7809	72.199	0.203
09/19/24 22:55:00.0	14.7825	72.199	0.206
09/19/24 23:00:00.0	14.7760	72.199	0.199
09/19/24 23:05:00.0	14.7859	72.199	0.208
09/19/24 23:10:00.0	14.7760	72.199	0.200
09/19/24 23:15:00.0	14.7727	72.199	0.197
09/19/24 23:20:00.0	14.7688	72.028	0.196
09/19/24 23:25:00.0	14.7573	72.028	0.188
09/19/24 23:30:00.0	14.7688	72.028	0.198
09/19/24 23:35:00.0	14.7672	72.028	0.196
09/19/24 23:40:00.0	14.7622	72.028	0.194
09/19/24 23:45:00.0	14.7567	71.856	0.189
09/19/24 23:50:00.0	14.7502	71.856	0.185
09/19/24 23:55:00.0	14.7518	71.856	0.186
09/20/24 00:00:00.0	14.7469	71.856	0.180
09/20/24 00:05:00.0	14.7431	71.683	0.178
09/20/24 00:10:00.0	14.7398	71.683	0.176
09/20/24 00:15:00.0	14.7431	71.683	0.180
09/20/24 00:20:00.0	14.7315	71.683	0.172
09/20/24 00:25:00.0	14.7226	71.512	0.165
09/20/24 00:30:00.0	14.7260	71.512	0.167
09/20/24 00:35:00.0	14.7210	71.512	0.163
09/20/24 00:40:00.0	14.7177	71.512	0.161
09/20/24 00:45:00.0	14.7177	71.512	0.161
09/20/24 00:50:00.0	14.7139	71.339	0.158
09/20/24 00:55:00.0	14.7155	71.339	0.159
09/20/24 01:00:00.0	14.7106	71.339	0.158
09/20/24 01:05:00.0	14.7139	71.339	0.162
09/20/24 01:10:00.0	14.7090	71.339	0.158
09/20/24 01:15:00.0	14.7106	71.339	0.160
09/20/24 01:20:00.0	14.7035	71.168	0.155
09/20/24 01:25:00.0	14.7084	71.168	0.158
09/20/24 01:30:00.0	14.7052	71.168	0.155
09/20/24 01:35:00.0	14.7035	71.168	0.152
09/20/24 01:40:00.0	14.7019	71.168	0.153
09/20/24 01:45:00.0	14.6964	70.995	0.148
09/20/24 01:50:00.0	14.7031	70.995	0.151
09/20/24 01:55:00.0	14.7047	70.995	0.154
09/20/24 02:00:00.0	14.6980	70.995	0.150
09/20/24 02:05:00.0	14.6980	70.995	0.150
09/20/24 02:10:00.0	14.7080	70.995	0.157
09/20/24 02:15:00.0	14.7031	70.995	0.153
09/20/24 02:20:00.0	14.6991	70.824	0.151
09/20/24 02:25:00.0	14.7025	70.824	0.154
09/20/24 02:30:00.0	14.7041	70.824	0.154
09/20/24 02:35:00.0	14.7041	70.824	0.153
09/20/24 02:40:00.0	14.7074	70.824	0.156
09/20/24 02:45:00.0	14.7141	70.824	0.163
09/20/24 02:50:00.0	14.7091	70.824	0.159
09/20/24 02:55:00.0	14.7168	70.651	0.165
09/20/24 03:00:00.0	14.7152	70.651	0.166
09/20/24 03:05:00.0	14.7251	70.651	0.172
09/20/24 03:10:00.0	14.7235	70.651	0.171
09/20/24 03:15:00.0	14.7218	70.651	0.170
09/20/24 03:20:00.0	14.7245	70.480	0.171
09/20/24 03:25:00.0	14.7196	70.480	0.167
09/20/24 03:30:00.0	14.7180	70.480	0.166
09/20/24 03:35:00.0	14.7245	70.480	0.170
09/20/24 03:40:00.0	14.7196	70.480	0.168
09/20/24 03:45:00.0	14.7223	70.308	0.170
09/20/24 03:50:00.0	14.7158	70.308	0.167
09/20/24 03:55:00.0	14.7208	70.308	0.168
09/20/24 04:00:00.0	14.7174	70.308	0.166
09/20/24 04:05:00.0	14.7158	70.308	0.164
09/20/24 04:10:00.0	14.7125	70.308	0.162
09/20/24 04:15:00.0	14.7152	70.137	0.164
09/20/24 04:20:00.0	14.7136	70.137	0.164
09/20/24 04:25:00.0	14.7202	70.137	0.166
09/20/24 04:30:00.0	14.7170	70.137	0.164
09/20/24 04:35:00.0	14.7219	70.137	0.169
09/20/24 04:40:00.0	14.7181	69.964	0.166
09/20/24 04:45:00.0	14.7148	69.964	0.163
09/20/24 04:50:00.0	14.7247	69.964	0.173
09/20/24 04:55:00.0	14.7197	69.964	0.168
09/20/24 05:00:00.0	14.7077	69.793	0.158
09/20/24 05:05:00.0	14.7176	69.793	0.165
09/20/24 05:10:00.0	14.7209	69.793	0.168
09/20/24 05:15:00.0	14.7203	69.622	0.168
09/20/24 05:20:00.0	14.7252	69.622	0.172
09/20/24 05:25:00.0	14.7302	69.622	0.175
09/20/24 05:30:00.0	14.7280	69.449	0.175
09/20/24 05:35:00.0	14.7280	69.449	0.174
09/20/24 05:40:00.0	14.7248	69.449	0.171
09/20/24 05:45:00.0	14.7347	69.449	0.177
09/20/24 05:50:00.0	14.7292	69.278	0.173
09/20/24 05:55:00.0	14.7374	69.278	0.179
09/20/24 06:00:00.0	14.7341	69.278	0.177
09/20/24 06:05:00.0	14.7353	69.107	0.175
09/20/24 06:10:00.0	14.7419	69.107	0.182
09/20/24 06:15:00.0	14.7435	69.107	0.182
09/20/24 06:20:00.0	14.7413	68.934	0.182
09/20/24 06:25:00.0	14.7364	68.934	0.178
09/20/24 06:30:00.0	14.7380	68.934	0.179
09/20/24 06:35:00.0	14.7408	68.763	0.180
09/20/24 06:40:00.0	14.7458	68.763	0.184
09/20/24 06:45:00.0	14.7425	68.763	0.181
09/20/24 06:50:00.0	14.7474	68.763	0.186
09/20/24 06:55:00.0	14.7387	68.592	0.177
09/20/24 07:00:00.0	14.7387	68.592	0.178
09/20/24 07:05:00.0	14.7305	68.592	0.172
09/20/24 07:10:00.0	14.7321	68.592	0.170
09/20/24 07:15:00.0	14.7366	68.421	0.173
09/20/24 07:20:00.0	14.7348	68.421	0.172
09/20/24 07:25:00.0	14.7283	68.421	0.167
09/20/24 07:30:00.0	14.7348	68.421	0.170
09/20/24 07:35:00.0	14.7283	68.421	0.165
09/20/24 07:40:00.0	14.7228	68.248	0.163
09/20/24 07:45:00.0	14.7261	68.248	0.162
09/20/24 07:50:00.0	14.7228	68.248	0.161
09/20/24 07:55:00.0	14.7194	68.248	0.157
09/20/24 08:00:00.0	14.7212	68.248	0.159
09/20/24 08:05:00.0	14.7244	68.248	0.159
09/20/24 08:10:00.0	14.7194	68.248	0.155
09/20/24 08:15:00.0	14.7194	68.248	0.156
09/20/24 08:20:00.0	14.7112	68.248	0.150
09/20/24 08:25:00.0	14.7047	68.248	0.144
09/20/24 08:30:00.0	14.7123	68.077	0.150
09/20/24 08:35:00.0	14.7112	68.248	0.152
09/20/24 08:40:00.0	14.7139	68.077	0.152
09/20/24 08:45:00.0	14.7062	68.248	0.143
09/20/24 08:50:00.0	14.7096	68.248	0.148
09/20/24 08:55:00.0	14.7047	68.248	0.146
09/20/24 09:00:00.0	14.7062	68.248	0.145
09/20/24 09:05:00.0	14.7062	68.248	0.144
09/20/24 09:10:00.0	14.7029	68.248	0.143
09/20/24 09:15:00.0	14.7013	68.248	0.139
09/20/24 09:20:00.0	14.7035	68.421	0.139
09/20/24 09:25:00.0	14.7068	68.421	0.144
09/20/24 09:30:00.0	14.7084	68.421	0.143
09/20/24 09:35:00.0	14.7102	68.421	0.144
09/20/24 09:40:00.0	14.7139	68.592	0.146
09/20/24 09:45:00.0	14.7106	68.592	0.145
09/20/24 09:50:00.0	14.7222	68.592	0.152
09/20/24 09:55:00.0	14.7123	68.592	0.146
09/20/24 10:00:00.0	14.7222	68.592	0.153
09/20/24 10:05:00.0	14.7271	68.592	0.158
09/20/24 10:10:00.0	14.7370	68.592	0.166
09/20/24 10:15:00.0	14.7403	68.592	0.166
09/20/24 10:20:00.0	14.7419	68.592	0.167
09/20/24 10:25:00.0	14.7408	68.763	0.166
09/20/24 10:30:00.0	14.7376	68.763	0.165
09/20/24 10:35:00.0	14.7458	68.763	0.172
09/20/24 10:40:00.0	14.7480	68.934	0.173
09/20/24 10:45:00.0	14.7496	68.934	0.175
09/20/24 10:50:00.0	14.7518	69.107	0.175
09/20/24 10:55:00.0	14.7451	69.107	0.171
09/20/24 11:00:00.0	14.7524	69.278	0.178
09/20/24 11:05:00.0	14.7524	69.278	0.178
09/20/24 11:10:00.0	14.7506	69.278	0.178
09/20/24 11:15:00.0	14.7441	69.278	0.173
09/20/24 11:20:00.0	14.7473	69.278	0.177
09/20/24 11:25:00.0	14.7445	69.449	0.177
09/20/24 11:30:00.0	14.7463	69.449	0.177
09/20/24 11:35:00.0	14.7429	69.449	0.177
09/20/24 11:40:00.0	14.7353	69.622	0.171
09/20/24 11:45:00.0	14.7451	69.622	0.178
09/20/24 11:50:00.0	14.7424	69.793	0.176
09/20/24 11:55:00.0	14.7412	69.964	0.174
09/20/24 12:00:00.0	14.7367	70.137	0.170
09/20/24 12:05:00.0	14.7367	70.137	0.168
09/20/24 12:10:00.0	14.7416	70.137	0.172
09/20/24 12:15:00.0	14.7355	70.308	0.172
09/20/24 12:20:00.0	14.7406	70.308	0.171
09/20/24 12:25:00.0	14.7422	70.308	0.173
09/20/24 12:30:00.0	14.7361	70.480	0.167
09/20/24 12:35:00.0	14.7312	70.480	0.164
09/20/24 12:40:00.0	14.7300	70.651	0.165
09/20/24 12:45:00.0	14.7267	70.651	0.165
09/20/24 12:50:00.0	14.7255	70.824	0.167
09/20/24 12:55:00.0	14.7212	70.995	0.163
09/20/24 13:00:00.0	14.7283	71.168	0.167
09/20/24 13:05:00.0	14.7206	71.339	0.161
09/20/24 13:10:00.0	14.7309	71.512	0.165
09/20/24 13:15:00.0	14.7248	71.683	0.162
09/20/24 13:20:00.0	14.7248	71.683	0.160
09/20/24 13:25:00.0	14.7221	71.856	0.161
09/20/24 13:30:00.0	14.7254	71.856	0.163
09/20/24 13:35:00.0	14.7138	71.856	0.154
09/20/24 13:40:00.0	14.7226	72.028	0.161
09/20/24 13:45:00.0	14.7176	72.028	0.158
09/20/24 13:50:00.0	14.7258	72.028	0.165
09/20/24 13:55:00.0	14.7276	72.028	0.165
09/20/24 14:00:00.0	14.7215	72.199	0.159
09/20/24 14:05:00.0	14.7280	72.199	0.164
09/20/24 14:10:00.0	14.7280	72.199	0.164
09/20/24 14:15:00.0	14.7302	72.372	0.167
09/20/24 14:20:00.0	14.7268	72.372	0.164
09/20/24 14:25:00.0	14.7308	72.545	0.169
09/20/24 14:30:00.0	14.7274	72.545	0.167
09/20/24 14:35:00.0	14.7345	72.718	0.169
09/20/24 14:40:00.0	14.7416	72.891	0.176
09/20/24 14:45:00.0	14.7405	73.062	0.179
09/20/24 14:50:00.0	14.7405	73.062	0.177
09/20/24 14:55:00.0	14.7525	73.234	0.185
09/20/24 15:00:00.0	14.7482	73.407	0.179
09/20/24 15:05:00.0	14.7535	73.580	0.182
09/20/24 15:10:00.0	14.7553	73.580	0.182
09/20/24 15:15:00.0	14.7574	73.753	0.186
09/20/24 15:20:00.0	14.7574	73.753	0.182
09/20/24 15:25:00.0	14.7529	73.926	0.178
09/20/24 15:30:00.0	14.7679	73.926	0.187
09/20/24 15:35:00.0	14.7617	74.098	0.182
09/20/24 15:40:00.0	14.7585	74.098	0.184
09/20/24 15:45:00.0	14.7556	74.271	0.181
09/20/24 15:50:00.0	14.7544	74.446	0.180
09/20/24 15:55:00.0	14.7544	74.446	0.180
09/20/24 16:00:00.0	14.7566	74.619	0.183
09/20/24 16:05:00.0	14.7599	74.619	0.184
09/20/24 16:10:00.0	14.7522	74.791	0.179
09/20/24 16:15:00.0	14.7461	74.964	0.175
09/20/24 16:20:00.0	14.7511	74.964	0.182
09/20/24 16:25:00.0	14.7548	75.139	0.184
09/20/24 16:30:00.0	14.7499	75.139	0.181
09/20/24 16:35:00.0	14.7521	75.312	0.185
09/20/24 16:40:00.0	14.7470	75.312	0.182
09/20/24 16:45:00.0	14.7521	75.312	0.185
09/20/24 16:50:00.0	14.7608	75.484	0.191
09/20/24 16:55:00.0	14.7657	75.484	0.192
09/20/24 17:00:00.0	14.7641	75.484	0.195
09/20/24 17:05:00.0	14.7625	75.484	0.192
09/20/24 17:10:00.0	14.7696	75.659	0.199
09/20/24 17:15:00.0	14.7712	75.659	0.199
09/20/24 17:20:00.0	14.7795	75.659	0.205
09/20/24 17:25:00.0	14.7894	75.659	0.212
09/20/24 17:30:00.0	14.7811	75.659	0.208
09/20/24 17:35:00.0	14.7911	75.659	0.215
09/20/24 17:40:00.0	14.7779	75.659	0.205
09/20/24 17:45:00.0	14.7779	75.659	0.204
09/20/24 17:50:00.0	14.7811	75.659	0.208
09/20/24 17:55:00.0	14.7862	75.659	0.212
09/20/24 18:00:00.0	14.7779	75.659	0.204
09/20/24 18:05:00.0	14.7779	75.659	0.204
09/20/24 18:10:00.0	14.7862	75.659	0.212
09/20/24 18:15:00.0	14.7795	75.659	0.205
09/20/24 18:20:00.0	14.7862	75.659	0.211
09/20/24 18:25:00.0	14.7728	75.659	0.201
09/20/24 18:30:00.0	14.7844	75.659	0.211
09/20/24 18:35:00.0	14.7811	75.659	0.210
09/20/24 18:40:00.0	14.7762	75.659	0.206
09/20/24 18:45:00.0	14.7696	75.659	0.200
09/20/24 18:50:00.0	14.7779	75.659	0.205
09/20/24 18:55:00.0	14.7646	75.659	0.194
09/20/24 19:00:00.0	14.7728	75.659	0.201
09/20/24 19:05:00.0	14.7746	75.659	0.204
09/20/24 19:10:00.0	14.7762	75.659	0.203
09/20/24 19:15:00.0	14.7712	75.659	0.202
09/20/24 19:20:00.0	14.7844	75.659	0.210
09/20/24 19:25:00.0	14.7712	75.659	0.203
09/20/24 19:30:00.0	14.7762	75.659	0.208
09/20/24 19:35:00.0	14.7795	75.659	0.209
09/20/24 19:40:00.0	14.7746	75.659	0.205
09/20/24 19:45:00.0	14.7762	75.659	0.206
09/20/24 19:50:00.0	14.7675	75.484	0.198
09/20/24 19:55:00.0	14.7724	75.484	0.203
09/20/24 20:00:00.0	14.7740	75.484	0.201
09/20/24 20:05:00.0	14.7840	75.484	0.208
09/20/24 20:10:00.0	14.7807	75.484	0.206
09/20/24 20:15:00.0	14.7923	75.484	0.211
09/20/24 20:20:00.0	14.7822	75.484	0.204
09/20/24 20:25:00.0	14.7801	75.312	0.203
09/20/24 20:30:00.0	14.7801	75.312	0.202
09/20/24 20:35:00.0	14.7917	75.312	0.210
09/20/24 20:40:00.0	14.7883	75.312	0.207
09/20/24 20:45:00.0	14.7785	75.312	0.198
09/20/24 20:50:00.0	14.7883	75.312	0.205
09/20/24 20:55:00.0	14.7714	75.139	0.193
09/20/24 21:00:00.0	14.7680	75.139	0.192
09/20/24 21:05:00.0	14.7714	75.139	0.193
09/20/24 21:10:00.0	14.7714	75.139	0.193
09/20/24 21:15:00.0	14.7659	74.964	0.190
09/20/24 21:20:00.0	14.7627	74.964	0.186
09/20/24 21:25:00.0	14.7643	74.964	0.190
09/20/24 21:30:00.0	14.7593	74.964	0.186
09/20/24 21:35:00.0	14.7554	74.791	0.183
09/20/24 21:40:00.0	14.7471	74.791	0.175
09/20/24 21:45:00.0	14.7572	74.791	0.182
09/20/24 21:50:00.0	14.7489	74.791	0.179
09/20/24 21:55:00.0	14.7566	74.619	0.184
09/20/24 22:00:00.0	14.7599	74.619	0.186
09/20/24 22:05:00.0	14.7648	74.619	0.191
09/20/24 22:10:00.0	14.7617	74.619	0.189
09/20/24 22:15:00.0	14.7644	74.446	0.191
09/20/24 22:20:00.0	14.7611	74.446	0.189
09/20/24 22:25:00.0	14.7644	74.446	0.191
09/20/24 22:30:00.0	14.7644	74.446	0.190
09/20/24 22:35:00.0	14.7754	74.271	0.197
09/20/24 22:40:00.0	14.7705	74.271	0.196
09/20/24 22:45:00.0	14.7672	74.271	0.191
09/20/24 22:50:00.0	14.7699	74.098	0.194
09/20/24 22:55:00.0	14.7683	74.098	0.192
09/20/24 23:00:00.0	14.7699	74.098	0.194
09/20/24 23:05:00.0	14.7733	74.098	0.196
09/20/24 23:10:00.0	14.7679	73.926	0.192
09/20/24 23:15:00.0	14.7563	73.926	0.186
09/20/24 23:20:00.0	14.7612	73.926	0.186
09/20/24 23:25:00.0	14.7657	73.753	0.191
09/20/24 23:30:00.0	14.7525	73.753	0.179
09/20/24 23:35:00.0	14.7624	73.753	0.187
09/20/24 23:40:00.0	14.7606	73.753	0.185
09/20/24 23:45:00.0	14.7503	73.580	0.180
09/20/24 23:50:00.0	14.7470	73.580	0.176
09/20/24 23:55:00.0	14.7453	73.580	0.175
09/21/24 00:00:00.0	14.7421	73.580	0.173
09/21/24 00:05:00.0	14.7366	73.407	0.169
09/21/24 00:10:00.0	14.7399	73.407	0.172
09/21/24 00:15:00.0	14.7350	73.407	0.167
09/21/24 00:20:00.0	14.7350	73.407	0.168
09/21/24 00:25:00.0	14.7310	73.234	0.164
09/21/24 00:30:00.0	14.7261	73.234	0.161
09/21/24 00:35:00.0	14.7261	73.234	0.158
09/21/24 00:40:00.0	14.7261	73.234	0.162
09/21/24 00:45:00.0	14.7223	73.062	0.159
09/21/24 00:50:00.0	14.7239	73.062	0.161
09/21/24 00:55:00.0	14.7190	73.062	0.157
09/21/24 01:00:00.0	14.7208	73.062	0.157
09/21/24 01:05:00.0	14.7152	72.891	0.156
09/21/24 01:10:00.0	14.7202	72.891	0.159
09/21/24 01:15:00.0	14.7168	72.891	0.158
09/21/24 01:20:00.0	14.7197	72.718	0.159
09/21/24 01:25:00.0	14.7131	72.718	0.157
09/21/24 01:30:00.0	14.7147	72.718	0.156
09/21/24 01:35:00.0	14.7164	72.718	0.157
09/21/24 01:40:00.0	14.7192	72.545	0.159
09/21/24 01:45:00.0	14.7192	72.545	0.157
09/21/24 01:50:00.0	14.7093	72.545	0.154
09/21/24 01:55:00.0	14.7187	72.372	0.158
09/21/24 02:00:00.0	14.7087	72.372	0.153
09/21/24 02:05:00.0	14.7154	72.372	0.158
09/21/24 02:10:00.0	14.7083	72.199	0.150
09/21/24 02:15:00.0	14.7115	72.199	0.152
09/21/24 02:20:00.0	14.7132	72.199	0.157
09/21/24 02:25:00.0	14.7115	72.199	0.155
09/21/24 02:30:00.0	14.7077	72.028	0.153
09/21/24 02:35:00.0	14.7077	72.028	0.153
09/21/24 02:40:00.0	14.7144	72.028	0.156
09/21/24 02:45:00.0	14.7160	72.028	0.158
09/21/24 02:50:00.0	14.7155	71.856	0.159
09/21/24 02:55:00.0	14.7122	71.856	0.156
09/21/24 03:00:00.0	14.7122	71.856	0.154
09/21/24 03:05:00.0	14.7116	71.683	0.154
09/21/24 03:10:00.0	14.7149	71.683	0.157
09/21/24 03:15:00.0	14.7232	71.683	0.161
09/21/24 03:20:00.0	14.7183	71.683	0.158
09/21/24 03:25:00.0	14.7216	71.683	0.160
09/21/24 03:30:00.0	14.7244	71.512	0.163
09/21/24 03:35:00.0	14.7244	71.512	0.163
09/21/24 03:40:00.0	14.7326	71.512	0.169
09/21/24 03:45:00.0	14.7326	71.512	0.169
09/21/24 03:50:00.0	14.7354	71.339	0.172
09/21/24 03:55:00.0	14.7370	71.339	0.172
09/21/24 04:00:00.0	14.7354	71.339	0.172
09/21/24 04:05:00.0	14.7271	71.339	0.166
09/21/24 04:10:00.0	14.7366	71.168	0.173
09/21/24 04:15:00.0	14.7382	71.168	0.174
09/21/24 04:20:00.0	14.7348	71.168	0.172
09/21/24 04:25:00.0	14.7328	70.995	0.170
09/21/24 04:30:00.0	14.7377	70.995	0.174
09/21/24 04:35:00.0	14.7442	70.995	0.179
09/21/24 04:40:00.0	14.7338	70.824	0.171
09/21/24 04:45:00.0	14.7355	70.824	0.172
09/21/24 04:50:00.0	14.7322	70.824	0.171
09/21/24 04:55:00.0	14.7306	70.824	0.171
09/21/24 05:00:00.0	14.7399	70.651	0.174
09/21/24 05:05:00.0	14.7416	70.651	0.176
09/21/24 05:10:00.0	14.7395	70.480	0.174
09/21/24 05:15:00.0	14.7377	70.480	0.172
09/21/24 05:20:00.0	14.7411	70.480	0.176
09/21/24 05:25:00.0	14.7406	70.308	0.174
09/21/24 05:30:00.0	14.7406	70.308	0.174
09/21/24 05:35:00.0	14.7471	70.308	0.181
09/21/24 05:40:00.0	14.7483	70.137	0.180
09/21/24 05:45:00.0	14.7467	70.137	0.179
09/21/24 05:50:00.0	14.7412	69.964	0.175
09/21/24 05:55:00.0	14.7445	69.964	0.175
09/21/24 06:00:00.0	14.7445	69.964	0.178
09/21/24 06:05:00.0	14.7390	69.793	0.174
09/21/24 06:10:00.0	14.7456	69.793	0.176
09/21/24 06:15:00.0	14.7434	69.622	0.177
09/21/24 06:20:00.0	14.7402	69.622	0.171
09/21/24 06:25:00.0	14.7384	69.622	0.168
09/21/24 06:30:00.0	14.7429	69.449	0.171
09/21/24 06:35:00.0	14.7412	69.449	0.170
09/21/24 06:40:00.0	14.7490	69.278	0.176
09/21/24 06:45:00.0	14.7490	69.278	0.175
09/21/24 06:50:00.0	14.7457	69.278	0.172
09/21/24 06:55:00.0	14.7518	69.107	0.175
09/21/24 07:00:00.0	14.7534	69.107	0.175
09/21/24 07:05:00.0	14.7545	68.934	0.177
09/21/24 07:10:00.0	14.7612	68.934	0.180
09/21/24 07:15:00.0	14.7644	68.934	0.184
09/21/24 07:20:00.0	14.7772	68.763	0.193
09/21/24 07:25:00.0	14.7754	68.763	0.188
09/21/24 07:30:00.0	14.7733	68.592	0.188
09/21/24 07:35:00.0	14.7750	68.592	0.189
09/21/24 07:40:00.0	14.7782	68.592	0.190
09/21/24 07:45:00.0	14.7799	68.592	0.190
09/21/24 07:50:00.0	14.7811	68.421	0.191
09/21/24 07:55:00.0	14.7744	68.421	0.185
09/21/24 08:00:00.0	14.7778	68.421	0.186
09/21/24 08:05:00.0	14.7843	68.421	0.191
09/21/24 08:10:00.0	14.7854	68.248	0.191
09/21/24 08:15:00.0	14.7838	68.248	0.189
09/21/24 08:20:00.0	14.7789	68.248	0.185
09/21/24 08:25:00.0	14.7805	68.248	0.187
09/21/24 08:30:00.0	14.7805	68.248	0.185
09/21/24 08:35:00.0	14.7854	68.248	0.190
09/21/24 08:40:00.0	14.7870	68.248	0.190
09/21/24 08:45:00.0	14.7904	68.248	0.191
09/21/24 08:50:00.0	14.7805	68.248	0.182
09/21/24 08:55:00.0	14.7854	68.248	0.189
09/21/24 09:00:00.0	14.7772	68.248	0.181
09/21/24 09:05:00.0	14.7789	68.248	0.182
09/21/24 09:10:00.0	14.7772	68.248	0.179
09/21/24 09:15:00.0	14.7821	68.248	0.185
09/21/24 09:20:00.0	14.7756	68.248	0.180
09/21/24 09:25:00.0	14.7689	68.248	0.175
09/21/24 09:30:00.0	14.7738	68.248	0.180
09/21/24 09:35:00.0	14.7706	68.248	0.176
09/21/24 09:40:00.0	14.7657	68.248	0.172
09/21/24 09:45:00.0	14.7657	68.248	0.170
09/21/24 09:50:00.0	14.7606	68.248	0.169
09/21/24 09:55:00.0	14.7612	68.421	0.170
09/21/24 10:00:00.0	14.7514	68.421	0.162
09/21/24 10:05:00.0	14.7563	68.421	0.166
09/21/24 10:10:00.0	14.7447	68.421	0.157
09/21/24 10:15:00.0	14.7431	68.421	0.157
09/21/24 10:20:00.0	14.7415	68.421	0.157
09/21/24 10:25:00.0	14.7431	68.421	0.155
09/21/24 10:30:00.0	14.7398	68.421	0.157
09/21/24 10:35:00.0	14.7315	68.421	0.149
09/21/24 10:40:00.0	14.7354	68.592	0.152
09/21/24 10:45:00.0	14.7403	68.592	0.155
09/21/24 10:50:00.0	14.7387	68.592	0.154
09/21/24 10:55:00.0	14.7354	68.592	0.151
09/21/24 11:00:00.0	14.7370	68.592	0.153
09/21/24 11:05:00.0	14.7403	68.592	0.153
09/21/24 11:10:00.0	14.7419	68.592	0.154
09/21/24 11:15:00.0	14.7337	68.592	0.150
09/21/24 11:20:00.0	14.7387	68.592	0.152
09/21/24 11:25:00.0	14.7437	68.592	0.156
09/21/24 11:30:00.0	14.7474	68.763	0.158
09/21/24 11:35:00.0	14.7458	68.763	0.157
09/21/24 11:40:00.0	14.7508	68.763	0.159
09/21/24 11:45:00.0	14.7540	68.763	0.162
09/21/24 11:50:00.0	14.7606	68.763	0.167
09/21/24 11:55:00.0	14.7573	68.763	0.167
09/21/24 12:00:00.0	14.7622	68.763	0.169
09/21/24 12:05:00.0	14.7754	68.763	0.178
09/21/24 12:10:00.0	14.7754	68.763	0.180
09/21/24 12:15:00.0	14.7809	68.934	0.182
09/21/24 12:20:00.0	14.7892	68.934	0.189
09/21/24 12:25:00.0	14.7908	68.934	0.193
09/21/24 12:30:00.0	14.7941	68.934	0.194
